Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
Instagram,#Fitness,Video,Australia,2986160,1.1657928759964105,Medium
TikTok,#Education,Live Stream,UK,3112218,1.1747593199319106,Medium
YouTube,#Viral,Video,Canada,1178987,0.4460526579170825,Low
Twitter,#Music,Shorts,Brazil,1850122,0.6979460764189274,High
TikTok,#Education,Reel,Japan,1135439,0.4285906538244328,Medium
TikTok,#Music,Post,Japan,3273580,1.2356681358898074,High
Twitter,#Fitness,Live Stream,Japan,4056000,1.5300987102229848,High
Twitter,#Dance,Tweet,UK,3783154,1.427169392498749,High
YouTube,#Education,Tweet,USA,2798895,1.058921390974483,Medium
TikTok,#Dance,Post,Germany,516351,0.1949054178101155,High
Twitter,#Viral,Video,Brazil,2758545,1.040642541072994,High
Instagram,#Comedy,Post,Australia,3467552,1.3537276698995049,Medium
Instagram,#Comedy,Live Stream,India,1557711,0.608128294083788,Medium
Instagram,#Comedy,Video,Australia,1703779,0.6651530462106143,High
Instagram,#Challenge,Tweet,India,2069092,0.8077707535367042,Low
Twitter,#Fashion,Video,USA,3718031,1.4026021789124938,Medium
YouTube,#Comedy,Live Stream,USA,3431137,1.2981209958444366,Medium
TikTok,#Fashion,Shorts,Germany,4214269,1.5907471084770195,High
Twitter,#Education,Shorts,UK,4746993,1.7907711703001818,Low
YouTube,#Music,Shorts,Australia,3594748,1.3600208483572056,High
TikTok,#Education,Live Stream,Japan,1006386,0.3798774163471183,Medium
YouTube,#Education,Video,Canada,2899934,1.097148033425404,High
Instagram,#Gaming,Shorts,Canada,1085496,0.4237761887248504,Low
Twitter,#Music,Tweet,Canada,4101021,1.547082579560497,Medium
Twitter,#Tech,Reel,Germany,2531742,0.95508263531,Low
Twitter,#Gaming,Tweet,Australia,3561668,1.3436152892116564,Medium
YouTube,#Gaming,Reel,USA,2672532,1.0111137798537695,Low
TikTok,#Challenge,Video,Australia,4720948,1.7820016663080525,High
TikTok,#Education,Live Stream,UK,1067880,0.4030893666731857,High
YouTube,#Comedy,Reel,USA,1820646,0.6888150483644897,Low
YouTube,#Fitness,Shorts,Australia,3068330,1.1608582213940628,Low
Instagram,#Challenge,Reel,Canada,3082916,1.2035662891791965,Medium
Instagram,#Fashion,Reel,Japan,1946599,0.7599496499255688,High
TikTok,#Education,Tweet,USA,2528340,0.9543646939117528,High
YouTube,#Music,Video,Australia,3464416,1.3107116235636758,Low
TikTok,#Education,Live Stream,Canada,2993394,1.1299071915040213,High
TikTok,#Tech,Reel,Australia,3347578,1.2635999324915623,Medium
Instagram,#Challenge,Reel,Australia,829327,0.323768153237427,High
Instagram,#Education,Video,Japan,3940342,1.538304254490532,Low
YouTube,#Gaming,Shorts,India,3371209,1.2754481048934296,High
YouTube,#Challenge,Live Stream,Germany,748460,0.2831690021557655,Low
YouTube,#Education,Tweet,India,4499716,1.7024023858380313,High
Instagram,#Viral,Shorts,Canada,4465663,1.7433888713266394,Low
Instagram,#Comedy,Reel,Brazil,3605145,1.4074437933446562,Medium
Instagram,#Fitness,Reel,Germany,2244659,0.8763118758677454,Medium
Twitter,#Challenge,Post,Japan,4869978,1.8371664340765068,Medium
TikTok,#Challenge,Reel,Germany,2402078,0.9067049665876248,Low
Twitter,#Challenge,Shorts,USA,1755140,0.6621147559814521,Low
YouTube,#Fitness,Reel,India,3937165,1.4895693615859296,Low
Instagram,#Tech,Post,USA,4739340,1.8502320066322056,High
TikTok,#Dance,Shorts,Canada,3831295,1.446187095074487,Low
Twitter,#Fashion,Post,UK,4395518,1.6581795913614186,Medium
Twitter,#Viral,Tweet,India,3231089,1.2189065856794068,High
YouTube,#Fitness,Reel,Japan,2324440,0.8794182125577156,High
YouTube,#Fitness,Shorts,Canada,3220901,1.2185812497828976,Low
Instagram,#Challenge,Video,Canada,358197,0.1398396304294767,Medium
YouTube,#Fitness,Live Stream,Canada,2580641,0.9763481507258333,Low
TikTok,#Challenge,Shorts,Japan,2681634,1.0122281068184458,Medium
YouTube,#Viral,Video,Brazil,1214414,0.4594559503300001,High
Twitter,#Fitness,Live Stream,India,2095372,0.7904649888159162,Medium
Twitter,#Fashion,Shorts,USA,1459934,0.5507502787008588,Medium
YouTube,#Challenge,Reel,USA,4116315,1.5573481697202392,Medium
Instagram,#Music,Reel,Canada,434344,0.169567317535492,High
Twitter,#Tech,Reel,Japan,901026,0.3399059961729229,Medium
Twitter,#Gaming,Post,UK,2091073,0.7888432199906578,Medium
Twitter,#Fashion,Reel,Australia,1592524,0.6007689641023543,Low
Instagram,#Dance,Post,Japan,1567332,0.6118843196349847,Low
TikTok,#Dance,Video,India,583548,0.2202700619389858,Medium
YouTube,#Dance,Shorts,Canada,3589977,1.358215809598574,Low
TikTok,#Fashion,Live Stream,Japan,2142186,0.8086043357270153,Medium
Twitter,#Tech,Live Stream,Australia,3887527,1.46654340450124,Medium
Instagram,#Dance,Reel,Canada,3265277,1.2747597800368804,High
Instagram,#Fitness,Video,USA,2468546,0.9637170616676384,Medium
TikTok,#Fitness,Tweet,Canada,2069657,0.7812270380199325,Medium
YouTube,#Challenge,Tweet,Australia,4289977,1.623050672529173,Low
YouTube,#Comedy,Live Stream,Japan,274569,0.1038792049714165,Low
Instagram,#Viral,Video,Japan,4530657,1.7687624421274375,Low
TikTok,#Education,Tweet,UK,784735,0.2962114976928891,High
TikTok,#Gaming,Video,Australia,3640704,1.374245298726949,Low
Twitter,#Fashion,Tweet,Canada,4201548,1.5850057139398328,Low
Instagram,#Viral,Reel,UK,2674421,1.0440903867224782,High
Twitter,#Fitness,Post,USA,2944740,1.110883352056714,High
YouTube,#Fitness,Live Stream,Australia,1417380,0.5362451971722457,High
Twitter,#Challenge,Tweet,Canada,3439140,1.2973924256105218,Low
TikTok,#Gaming,Live Stream,Japan,1673508,0.6316938980433286,High
Twitter,#Gaming,Video,Australia,1053561,0.3974487986294966,Low
Twitter,#Comedy,Reel,USA,2030811,0.7661097859483852,Medium
Twitter,#Fashion,Tweet,UK,4210620,1.58842806490116,Medium
TikTok,#Education,Post,Germany,2449143,0.9244704468311666,High
YouTube,#Fashion,Live Stream,UK,1530621,0.5790882896195656,Low
Instagram,#Challenge,Tweet,Japan,4848430,1.892820596942989,Low
YouTube,#Challenge,Video,India,4303440,1.6281442036143654,High
YouTube,#Gaming,Tweet,Brazil,1334444,0.5048675626122284,High
Twitter,#Challenge,Post,Brazil,4476612,1.6887717572408127,Medium
TikTok,#Tech,Reel,UK,2101312,0.7931757531396462,Low
TikTok,#Challenge,Live Stream,USA,3105849,1.1723552331652876,Low
Twitter,#Viral,Tweet,Japan,1633210,0.6161174838568247,High
TikTok,#Challenge,Video,Japan,2035775,0.7684377040857632,High
TikTok,#Fitness,Post,India,3600594,1.3591051008608388,Low
YouTube,#Education,Post,Canada,885219,0.3349097893265166,Medium
Instagram,#Challenge,Tweet,USA,3171786,1.238261018493701,Medium
TikTok,#Challenge,Reel,UK,3810326,1.4382719913832764,High
Instagram,#Dance,Video,Australia,103897,0.0405612500460119,High
Instagram,#Comedy,Reel,India,267595,0.1044687306280505,Medium
Twitter,#Viral,Shorts,USA,859794,0.3243515015920762,Medium
Instagram,#Music,Tweet,Australia,1032172,0.4029585703388187,High
TikTok,#Challenge,Video,USA,4207986,1.588375483864884,High
Twitter,#Dance,Post,Germany,4256325,1.60566996863655,Low
TikTok,#Viral,Video,USA,416662,0.1572761187556494,High
Twitter,#Music,Tweet,Japan,3438856,1.2972852885213444,Medium
TikTok,#Music,Shorts,India,168375,0.0635559914162618,High
TikTok,#Comedy,Tweet,India,2605588,0.9835232579795976,Low
YouTube,#Gaming,Reel,Canada,1234193,0.4669390485498634,Low
YouTube,#Education,Post,USA,1921686,0.7270420691509293,Low
TikTok,#Comedy,Live Stream,Japan,2027807,0.7654300477258239,Medium
Twitter,#Dance,Tweet,USA,2169060,0.8182632910247208,Medium
TikTok,#Tech,Live Stream,UK,3544861,1.3380677374185077,Medium
Twitter,#Viral,Post,Canada,1705105,0.6432393888793794,High
YouTube,#Comedy,Video,Australia,2588183,0.9792015572061512,Medium
Twitter,#Comedy,Tweet,India,2235474,0.8433175256748069,Low
TikTok,#Challenge,Video,UK,3524223,1.3302775752753817,High
YouTube,#Viral,Live Stream,UK,1893669,0.7164422429298913,High
YouTube,#Fashion,Video,Brazil,984735,0.3725602267828045,Low
YouTube,#Fashion,Live Stream,Germany,3801329,1.4381777780987284,Low
TikTok,#Tech,Tweet,Japan,4112956,1.5525048031564217,Medium
Instagram,#Fashion,Video,Germany,4244091,1.656887458435074,Low
YouTube,#Dance,Reel,Brazil,795243,0.3008686727164544,Medium
Instagram,#Dance,Shorts,Germany,670647,0.2618196931538714,Medium
TikTok,#Viral,Reel,Germany,1333724,0.5034366805978462,Low
Instagram,#Tech,Tweet,Germany,3681863,1.4373943980881037,Medium
Instagram,#Tech,Live Stream,India,4466621,1.7437628732472348,Low
YouTube,#Gaming,Tweet,Canada,4294256,1.624669570212716,Low
Twitter,#Tech,Shorts,Canada,2668217,1.006566910822249,Medium
Twitter,#Fashion,Tweet,Australia,752874,0.2840166509764348,High
Instagram,#Fitness,Tweet,Japan,2168159,0.84644637803316,High
Instagram,#Comedy,Post,UK,4930465,1.924846951385606,High
Twitter,#Dance,Video,Canada,4914010,1.853777209818257,Medium
Twitter,#Gaming,Video,Australia,584615,0.2205420753148447,Medium
YouTube,#Challenge,Shorts,Japan,1142278,0.4321643393694834,High
YouTube,#Education,Shorts,India,730387,0.276331344330416,Medium
YouTube,#Comedy,Live Stream,Brazil,2023853,0.7656954740666871,High
TikTok,#Music,Tweet,Canada,2816495,1.0631336721243907,High
TikTok,#Challenge,Reel,Australia,2586745,0.976410648944666,Medium
YouTube,#Dance,Shorts,Japan,3634921,1.3752197211407926,High
TikTok,#Viral,Reel,Germany,4192386,1.5824870000276534,High
YouTube,#Tech,Video,USA,3691681,1.3966940451692793,Medium
TikTok,#Tech,Video,Germany,4837671,1.826060736752479,Low
TikTok,#Tech,Shorts,Japan,2241707,0.8461702203401573,Medium
TikTok,#Education,Video,Brazil,2425554,0.9155663798288314,Medium
YouTube,#Gaming,Reel,USA,4400609,1.6649066876087986,High
YouTube,#Fashion,Live Stream,Germany,4335484,1.6402675869682912,Medium
TikTok,#Gaming,Reel,India,2103742,0.7940929977373685,High
Twitter,#Tech,Reel,USA,576763,0.2175799611450541,Medium
YouTube,#Tech,Reel,Japan,1143848,0.4327583261334849,Low
Instagram,#Gaming,Shorts,UK,4356392,1.7007296188575811,Low
YouTube,#Tech,Tweet,Japan,405063,0.1532497201189387,Medium
YouTube,#Fashion,Live Stream,UK,939082,0.3552880753579893,Low
YouTube,#Fashion,Video,Brazil,1911934,0.7233525411747876,Low
YouTube,#Tech,Live Stream,Germany,1708144,0.6462515458653209,Medium
TikTok,#Dance,Live Stream,Canada,4730930,1.7857695410300547,High
Instagram,#Gaming,Tweet,Canada,2361266,0.921835092939608,Medium
YouTube,#Gaming,Tweet,Brazil,3159075,1.19519027801783,Low
Instagram,#Dance,Tweet,UK,3526448,1.3767205896441548,High
TikTok,#Comedy,Shorts,Japan,449285,0.1695902218468014,Low
Instagram,#Fashion,Live Stream,India,3003531,1.172574491197516,Low
TikTok,#Gaming,Live Stream,Germany,4589879,1.7325274555348495,Low
Twitter,#Fashion,Post,Brazil,556209,0.2098261029374793,Medium
YouTube,#Comedy,Shorts,India,3050658,1.1541722761116209,High
Twitter,#Challenge,Tweet,USA,468718,0.1768207118486925,High
TikTok,#Music,Live Stream,Brazil,1024956,0.3868869769148985,High
Twitter,#Challenge,Video,Germany,2127962,0.8027593470422888,Medium
Twitter,#Fashion,Reel,Canada,4856986,1.8322652894899147,High
Twitter,#Comedy,Post,Australia,1318537,0.4974092118050502,Low
Twitter,#Viral,Video,Australia,2020909,0.7623743230715044,Medium
TikTok,#Music,Reel,Australia,781134,0.2948522393404617,High
Instagram,#Dance,Live Stream,Germany,2349428,0.9172135535492052,High
Instagram,#Music,Post,Canada,3495833,1.364768534530353,High
Twitter,#Comedy,Live Stream,UK,754145,0.2844961271748306,High
TikTok,#Fashion,Shorts,USA,2286322,0.863010906647724,High
YouTube,#Viral,Shorts,Canada,2307501,0.8730095872103135,Medium
YouTube,#Fitness,Tweet,USA,3047358,1.152923768900662,Low
YouTube,#Fitness,Reel,Canada,3309387,1.2520586464704362,Medium
Twitter,#Fashion,Shorts,Australia,3058341,1.1537385649709255,Low
TikTok,#Tech,Shorts,India,4047723,1.527881504043982,Medium
Twitter,#Fitness,Reel,Australia,1543219,0.5821689845886598,Low
Twitter,#Comedy,Post,UK,1912145,0.7213438358627539,Medium
TikTok,#Challenge,Video,India,2497149,0.9425911234395056,Low
Instagram,#Education,Shorts,Brazil,220575,0.0861121854230544,Medium
TikTok,#Gaming,Reel,Canada,1373925,0.5186112279530066,Medium
Instagram,#Gaming,Video,Canada,3287015,1.2832462662058768,Medium
TikTok,#Fitness,Tweet,Canada,3257070,1.2294361571620718,Medium
YouTube,#Comedy,Reel,Canada,2240771,0.847763258062658,Low
YouTube,#Comedy,Post,USA,1111363,0.4204680968159128,High
Instagram,#Gaming,Reel,USA,1976709,0.7717045537137958,Medium
Twitter,#Fashion,Reel,Brazil,3802774,1.4345709054905085,Medium
Instagram,#Challenge,Live Stream,Brazil,2827457,1.1038354367435712,Medium
Twitter,#Viral,Video,UK,1452698,0.5480205463864669,Medium
Twitter,#Gaming,Reel,Japan,1415487,0.5339829470013319,High
TikTok,#Challenge,Reel,Brazil,1633680,0.616660145846584,High
Instagram,#Viral,Reel,Germany,493921,0.1928260987706697,Low
YouTube,#Music,Tweet,UK,2517670,0.952523984792115,Low
Twitter,#Fitness,Tweet,Brazil,2701054,1.018954448136744,Medium
TikTok,#Comedy,Tweet,Canada,566432,0.2138093382621886,High
Twitter,#Dance,Post,Canada,4087476,1.5419728194446265,High
Instagram,#Music,Live Stream,Japan,1703104,0.6648895271120738,High
TikTok,#Comedy,Shorts,Germany,4794357,1.8097111348982609,Medium
Twitter,#Comedy,Post,USA,3758458,1.4178529926595806,Low
Twitter,#Challenge,Live Stream,Brazil,1557528,0.5875669585641482,High
YouTube,#Challenge,Reel,Germany,2962657,1.120878372150541,Medium
Instagram,#Fashion,Tweet,India,4992601,1.9491047628032503,High
YouTube,#Music,Reel,India,1703137,0.6443572199243301,High
Twitter,#Comedy,Reel,UK,3749586,1.414506090352604,Low
Twitter,#Music,Video,UK,1350342,0.5094074340630981,Medium
TikTok,#Fashion,Shorts,USA,3771445,1.4235957003528046,Low
Instagram,#Tech,Tweet,Germany,1814986,0.7085681104941534,Medium
YouTube,#Fitness,Video,India,2694912,1.0195809287571795,Low
TikTok,#Fashion,Live Stream,USA,4368330,1.64890003850571,High
Instagram,#Music,Live Stream,USA,213212,0.0832376800563086,High
TikTok,#Dance,Shorts,UK,2875732,1.085493679628623,Medium
Twitter,#Fashion,Tweet,Japan,4413422,1.6649337548988528,Low
TikTok,#Comedy,Reel,Canada,4657315,1.7579823142558415,Medium
TikTok,#Fashion,Tweet,Japan,1677563,0.6332245263740959,High
TikTok,#Dance,Post,India,3295972,1.244120374997709,Medium
YouTube,#Fitness,Post,Australia,1917861,0.7255949357927728,Low
YouTube,#Gaming,Reel,Canada,842705,0.318825233094186,Low
YouTube,#Viral,Video,USA,1197159,0.4529277709587609,Medium
Twitter,#Comedy,Live Stream,Canada,3357438,1.2665708958219029,Low
TikTok,#Gaming,Tweet,Canada,2248921,0.8488932666479638,High
YouTube,#Viral,Tweet,UK,636012,0.2406259297745942,Medium
YouTube,#Gaming,Live Stream,Canada,580413,0.2195908532830537,Medium
Twitter,#Gaming,Post,Brazil,1619478,0.6109371792491368,Low
YouTube,#Challenge,Post,Germany,2727339,1.0318492146146805,High
Instagram,#Tech,Post,Canada,4168696,1.6274533511247662,Medium
YouTube,#Challenge,Post,UK,4780227,1.80852966046021,Low
YouTube,#Fitness,Post,Australia,4112679,1.555972541775074,Medium
Twitter,#Dance,Tweet,Japan,4758478,1.7951038092762448,High
Instagram,#Tech,Post,UK,2942675,1.1488163900704371,Medium
TikTok,#Fashion,Post,Canada,3955213,1.4929620399553798,Medium
YouTube,#Tech,Video,India,4261296,1.6121996315238694,Low
Twitter,#Fashion,Live Stream,Brazil,2355918,0.8887542142976119,Low
Instagram,#Gaming,Reel,UK,3508758,1.369814437269072,Low
Twitter,#Viral,Video,Brazil,4974277,1.876512530076888,Low
YouTube,#Fashion,Live Stream,UK,1032747,0.3907248716956957,Medium
Instagram,#Comedy,Post,India,1827742,0.7135480358585712,Medium
Twitter,#Tech,Post,Germany,4002361,1.5098637583695207,High
Instagram,#Fitness,Post,UK,3892548,1.5196455407192098,Low
Twitter,#Fashion,Tweet,UK,815181,0.3075215475094386,High
Instagram,#Comedy,Reel,UK,4428223,1.7287723453275954,Medium
TikTok,#Challenge,Video,USA,3499233,1.3208446771284337,High
TikTok,#Comedy,Live Stream,Canada,556068,0.2098972711795567,High
TikTok,#Tech,Live Stream,Canada,3658692,1.381035173551571,Medium
TikTok,#Dance,Tweet,Brazil,4694065,1.771854223295471,Low
Twitter,#Challenge,Video,USA,674124,0.2543087433260255,Medium
Twitter,#Fashion,Shorts,Australia,967084,0.3648259322182655,Low
TikTok,#Tech,Post,Japan,3461594,1.3066372000034645,Medium
Twitter,#Tech,Post,Canada,691868,0.2610025479399793,Low
YouTube,#Tech,Tweet,UK,1628325,0.6160531831163817,High
TikTok,#Fitness,Post,UK,2000181,0.7550021467971489,Medium
Instagram,#Dance,Shorts,USA,1277252,0.498637475035553,Low
YouTube,#Viral,Reel,UK,4920706,1.861677855759678,Medium
YouTube,#Challenge,Post,USA,2496480,0.9445070551556872,Low
TikTok,#Gaming,Tweet,USA,2020483,0.7626654800576267,Low
YouTube,#Music,Tweet,Australia,2034792,0.7698340863032554,Medium
Twitter,#Music,Tweet,India,3596679,1.3568229533989389,High
TikTok,#Tech,Reel,Australia,1402768,0.5294985061143681,Low
YouTube,#Fitness,Video,Japan,3047626,1.1530251628196126,Medium
YouTube,#Music,Shorts,Japan,3833797,1.4504615757124866,Low
TikTok,#Fashion,Post,Brazil,2674946,1.0097036081066897,High
Instagram,#Education,Shorts,Japan,338623,0.1321979669704679,Low
Instagram,#Education,Live Stream,Brazil,2262056,0.8831036414341281,Low
YouTube,#Gaming,Reel,Germany,1186234,0.4487944554194512,Medium
Twitter,#Fashion,Live Stream,Australia,3154154,1.189883374567226,Medium
Twitter,#Education,Post,Japan,4996111,1.8847492596723048,Medium
Instagram,#Fitness,Reel,USA,1701876,0.6644101175520625,Medium
TikTok,#Music,Tweet,Brazil,570572,0.2153720512805305,High
YouTube,#Dance,Shorts,Australia,3823016,1.4463827404878369,Medium
YouTube,#Music,Video,USA,4567760,1.7281458478569591,High
YouTube,#Dance,Live Stream,Australia,1080580,0.4088217945507805,Medium
TikTok,#Education,Shorts,Canada,4341647,1.6388280888756572,Low
Instagram,#Education,Tweet,Brazil,1680761,0.6561668497510524,Medium
Instagram,#Education,Post,Japan,3759036,1.4675226342239005,Medium
Instagram,#Comedy,Tweet,Germany,4990567,1.9483106919196485,Low
Twitter,#Comedy,Video,India,3878035,1.4629626113657774,Low
YouTube,#Challenge,Live Stream,Japan,2655487,1.0046650509414097,Medium
YouTube,#Dance,Tweet,Canada,4658092,1.7623216519115976,High
Twitter,#Fitness,Video,Canada,559570,0.2110940175738352,Medium
TikTok,#Viral,Video,USA,3514325,1.3265414077740416,High
TikTok,#Gaming,Reel,UK,4254334,1.6058703203320608,High
YouTube,#Challenge,Post,Canada,1700594,0.6433951127008551,High
YouTube,#Music,Reel,Australia,1019069,0.3855499984740319,Medium
YouTube,#Challenge,Reel,Germany,345799,0.1308280439521973,Low
Instagram,#Comedy,Tweet,Canada,895082,0.3494388174219127,Low
TikTok,#Education,Live Stream,India,468457,0.1768270174959926,High
YouTube,#Tech,Live Stream,Germany,4999077,1.8913283886778691,Medium
Twitter,#Comedy,Shorts,USA,4735015,1.7862525503911455,High
YouTube,#Gaming,Reel,Japan,3938926,1.4902356104339591,Low
TikTok,#Music,Live Stream,USA,204921,0.0773508972057121,Low
Instagram,#Challenge,Video,USA,3223017,1.2582615324749251,High
Twitter,#Viral,Reel,Canada,185319,0.069910345877666,High
TikTok,#Viral,Video,India,1117579,0.4218490947646292,Medium
Instagram,#Fitness,Reel,Canada,4144067,1.6178382224166878,Low
Twitter,#Gaming,Tweet,Australia,4059731,1.5315062048698886,High
TikTok,#Gaming,Reel,Canada,3606397,1.3612955413549062,Medium
Instagram,#Education,Shorts,Brazil,3997068,1.560450009133208,Medium
TikTok,#Viral,Live Stream,Brazil,2815065,1.0625938944393112,Medium
YouTube,#Fitness,Reel,Japan,929026,0.351483533384232,High
TikTok,#Viral,Shorts,UK,717380,0.2707872137918212,Low
TikTok,#Viral,Shorts,Germany,4243476,1.6017717845945834,High
Instagram,#Fitness,Shorts,Japan,2287664,0.8931009704347563,Low
Twitter,#Dance,Post,Brazil,3459809,1.305189666794348,High
TikTok,#Fashion,Post,Germany,4536297,1.7123020234216133,Medium
TikTok,#Tech,Tweet,Australia,852564,0.3218147009105498,Medium
YouTube,#Dance,Post,UK,4841341,1.8316512573361248,Low
TikTok,#Music,Post,Japan,2905718,1.0968124024711352,Low
YouTube,#Gaming,Shorts,UK,2035800,0.7702154485058755,Medium
TikTok,#Viral,Live Stream,USA,3102190,1.170974081731927,Low
Twitter,#Viral,Post,India,336179,0.1268212658540564,Medium
YouTube,#Education,Reel,India,1436013,0.5432947228879398,High
TikTok,#Challenge,Shorts,Australia,2484617,0.9378607080902636,High
TikTok,#Education,Tweet,Brazil,3453424,1.3035532953271711,Low
Twitter,#Challenge,Video,Brazil,1695407,0.6395808836299359,Low
TikTok,#Education,Video,Japan,2050045,0.7738241569291785,Medium
Instagram,#Gaming,Video,Canada,4828592,1.885075868236551,High
YouTube,#Tech,Live Stream,Australia,1249895,0.4728796728609152,Medium
TikTok,#Fashion,Post,UK,2448575,0.9242560456247854,Medium
YouTube,#Gaming,Post,USA,493548,0.1867267384709587,High
Twitter,#Education,Live Stream,Brazil,1435388,0.5414904653524532,Low
Instagram,#Fashion,Live Stream,USA,4257118,1.661973181837573,High
YouTube,#Comedy,Tweet,Canada,3491749,1.3210526682900787,Medium
Instagram,#Fashion,Shorts,USA,123286,0.0481306897520874,Medium
Twitter,#Comedy,Shorts,Canada,1704720,0.6430941502197551,High
Twitter,#Gaming,Reel,India,2543309,0.9594462082343466,Medium
Instagram,#Dance,Live Stream,Canada,2552873,0.9966382098492996,High
Twitter,#Fashion,Post,USA,811936,0.3062973930926059,High
Twitter,#Education,Post,Japan,1819191,0.68627756478039,High
Twitter,#Gaming,Post,UK,4286813,1.6171713615057013,Low
Instagram,#Music,Reel,Japan,3073979,1.2000772963145208,Low
TikTok,#Fitness,Video,Japan,2105915,0.7949132333385418,High
YouTube,#Music,Reel,Brazil,4421670,1.6728748119633434,High
Instagram,#Tech,Tweet,Germany,939952,0.3669560054982244,Low
Instagram,#Gaming,Shorts,Brazil,3697216,1.4433881887842397,Medium
Instagram,#Challenge,Live Stream,Japan,3339645,1.3037929479187425,Low
Twitter,#Gaming,Tweet,Brazil,764438,0.288379092170966,Low
Instagram,#Education,Tweet,India,921280,0.3596664816345986,Low
TikTok,#Tech,Video,Canada,2250089,0.8493341480019309,Medium
Twitter,#Viral,Tweet,India,2705979,1.020812371250119,High
TikTok,#Comedy,Video,UK,472157,0.1782236450727716,Medium
Twitter,#Comedy,Tweet,Germany,2458815,0.9275714152309982,Low
Instagram,#Gaming,Reel,Germany,2513698,0.9813443421673402,Low
YouTube,#Fitness,Reel,Australia,1966190,0.7438795130650199,Low
TikTok,#Viral,Live Stream,Germany,1881796,0.7103157263439097,Medium
Instagram,#Comedy,Shorts,India,1691423,0.6603292803119981,Medium
Twitter,#Tech,Reel,Australia,1495014,0.5639839726738919,High
Twitter,#Education,Live Stream,Australia,503484,0.1899359514343958,High
YouTube,#Dance,Live Stream,Germany,1765030,0.6677735401691351,Low
Twitter,#Fashion,Live Stream,USA,1044593,0.3940656809684316,High
Instagram,#Fitness,Shorts,Canada,3583230,1.3988882066120427,Low
YouTube,#Dance,Live Stream,India,2586294,0.978486881411757,High
TikTok,#Comedy,Shorts,Australia,3835467,1.4477618870340336,Low
Instagram,#Dance,Live Stream,Brazil,2619842,1.0227828180124936,Low
Instagram,#Viral,Shorts,UK,2126536,0.8301968144204941,Medium
YouTube,#Comedy,Shorts,Australia,3893630,1.4730985247892388,Medium
YouTube,#Music,Tweet,Brazil,4667810,1.7659983164801114,High
Twitter,#Comedy,Post,India,3638397,1.3725607882098565,High
Twitter,#Education,Tweet,Japan,4355093,1.6429295321008752,Low
Twitter,#Gaming,Shorts,UK,2193984,0.8276657023298485,Medium
Twitter,#Viral,Tweet,Germany,3464955,1.3071309606707795,High
TikTok,#Viral,Tweet,Germany,1886018,0.7119093916490883,High
Instagram,#Tech,Video,India,1121577,0.4378621629388331,Medium
YouTube,#Education,Live Stream,India,1618622,0.612382193580645,Low
Twitter,#Comedy,Shorts,Japan,2910127,1.097825830691589,High
YouTube,#Tech,Video,Japan,2736776,1.0354195669025033,High
TikTok,#Viral,Reel,Canada,2148077,0.8108279933093951,High
YouTube,#Viral,Post,UK,2820538,1.0671097066007786,Medium
YouTube,#Music,Reel,India,1683188,0.6368098046663265,High
TikTok,#Gaming,Shorts,Germany,3154277,1.190635200810762,Medium
TikTok,#Education,Post,Canada,1497125,0.5651151515906219,High
Instagram,#Gaming,Video,Australia,3576712,1.3963435881168031,Medium
Twitter,#Challenge,Reel,Australia,2487998,0.9385805056305144,Low
TikTok,#Music,Reel,Brazil,569180,0.2148466173381315,High
Twitter,#Education,Live Stream,Japan,2192147,0.8269727064396414,Medium
YouTube,#Viral,Post,USA,3093369,1.1703313644410902,High
Instagram,#Challenge,Video,Brazil,4777385,1.865084723823275,Medium
YouTube,#Fashion,Reel,UK,962435,0.3641233447208725,Low
Twitter,#Tech,Shorts,India,4534181,1.7104892751522591,High
YouTube,#Fashion,Live Stream,Japan,730087,0.2762178436748743,High
Twitter,#Challenge,Reel,India,4082324,1.5400292621085645,Low
YouTube,#Tech,Tweet,UK,4154463,1.5717809130789198,High
TikTok,#Viral,Live Stream,UK,3007477,1.1352230580347724,Low
Instagram,#Fashion,Reel,Canada,2711659,1.0586280521912923,Medium
TikTok,#Education,Live Stream,India,1876306,0.7082434329934997,High
TikTok,#Education,Reel,India,4166729,1.5728023314499724,Low
TikTok,#Dance,Video,Brazil,2877171,1.0860368545159165,High
TikTok,#Fitness,Post,Brazil,2274614,0.8585915240344999,High
YouTube,#Music,Reel,USA,4503399,1.7037957955525649,Medium
Instagram,#Tech,Post,Australia,3535094,1.3800959764974596,High
YouTube,#Education,Shorts,Brazil,737845,0.2791529706271823,Medium
Twitter,#Comedy,Video,India,435830,0.1644139351273381,Medium
TikTok,#Fitness,Video,Brazil,2693423,1.0166780642515938,High
Instagram,#Challenge,Live Stream,UK,4621169,1.8040982060490585,Medium
Twitter,#Comedy,Video,Japan,4185185,1.5788328822841673,High
Instagram,#Music,Live Stream,UK,1170696,0.4570381549406239,Low
TikTok,#Gaming,Video,USA,1215490,0.458807257648416,Medium
Twitter,#Music,Tweet,Japan,3218850,1.2142895052764435,Medium
TikTok,#Fitness,Post,Germany,2206465,0.8328675314047934,Low
YouTube,#Comedy,Shorts,UK,1145845,0.4335138621638741,Low
YouTube,#Challenge,Tweet,India,1033019,0.3908277789567202,Medium
TikTok,#Viral,Post,Germany,2416729,0.9122352343247572,High
Twitter,#Gaming,Tweet,USA,1942872,0.7329353898738539,Medium
YouTube,#Comedy,Post,India,4713381,1.7832394443924118,High
