Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Like_Rate,Comment_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
Instagram,#Tech,Post,USA,4739340,30609,72269,38645,0.0064584942207142,0.0081540889659741,69254,0.0146125831866884,1.8502320066322056
TikTok,#Dance,Shorts,Canada,3831295,342163,18158,42891,0.089307401283378,0.0111949092930719,385054,0.10050231057645,1.446187095074487
Twitter,#Fashion,Post,UK,4395518,177243,14128,38308,0.0403235750598678,0.0087152412980677,215551,0.0490388163579355,1.6581795913614186
Twitter,#Viral,Tweet,India,3231089,101739,6371,33003,0.031487526341738,0.0102142033227806,134742,0.0417017296645186,1.2189065856794068
YouTube,#Fitness,Reel,Japan,2324440,32741,36375,13921,0.014085543184595,0.0059889693861747,46662,0.0200745125707697,0.8794182125577156
YouTube,#Fitness,Shorts,Canada,3220901,364571,27324,39461,0.1131891355865951,0.0122515407955724,404032,0.1254406763821676,1.2185812497828976
Instagram,#Challenge,Video,Canada,358197,302752,72799,21197,0.8452108755796391,0.0591769333634843,323949,0.9043878089431234,0.1398396304294767
YouTube,#Fitness,Live Stream,Canada,2580641,123664,69711,7855,0.0479198772708021,0.0030438174081555,131519,0.0509636946789576,0.9763481507258333
TikTok,#Challenge,Shorts,Japan,2681634,368908,27522,23777,0.1375683631696197,0.0088666089406682,392685,0.1464349721102879,1.0122281068184458
YouTube,#Viral,Video,Brazil,1214414,157239,57620,29886,0.1294772622845257,0.0246094000892611,187125,0.1540866623737868,0.4594559503300001
Twitter,#Fitness,Live Stream,India,2095372,123030,65568,5739,0.0587151112069837,0.0027388931416474,128769,0.0614540043486311,0.7904649888159162
Twitter,#Fashion,Shorts,USA,1459934,300011,84049,5584,0.2054962758590456,0.0038248304375403,305595,0.209321106296586,0.5507502787008588
YouTube,#Challenge,Reel,USA,4116315,46829,55447,45969,0.0113764374203626,0.0111675126903553,92798,0.0225439501107179,1.5573481697202392
Instagram,#Music,Reel,Canada,434344,82529,16899,35321,0.1900083804542022,0.0813203359549113,117850,0.2713287164091135,0.169567317535492
Twitter,#Tech,Reel,Japan,901026,172427,47033,4198,0.191367396723291,0.004659133032787,176625,0.196026529756078,0.3399059961729229
Twitter,#Gaming,Post,UK,2091073,475472,4277,34762,0.2273818274158769,0.0166240011706908,510234,0.2440058285865677,0.7888432199906578
Twitter,#Fashion,Reel,Australia,1592524,410109,38169,2232,0.2575213937121199,0.0014015487364711,412341,0.258922942448591,0.6007689641023543
Instagram,#Dance,Post,Japan,1567332,378583,88750,33441,0.2415461433825124,0.0213362580487095,412024,0.262882401431222,0.6118843196349847
TikTok,#Dance,Video,India,583548,159734,5218,18625,0.2737289820203308,0.0319168260365899,178359,0.3056458080569207,0.2202700619389858
YouTube,#Dance,Shorts,Canada,3589977,378797,16666,45806,0.1055151606820879,0.0127594132218674,424603,0.1182745739039553,1.358215809598574
TikTok,#Fashion,Live Stream,Japan,2142186,145976,95970,8679,0.0681434758699758,0.0040514689200657,154655,0.0721949447900415,0.8086043357270153
Twitter,#Tech,Live Stream,Australia,3887527,400205,11490,12108,0.1029459088001189,0.0031145764389546,412313,0.1060604852390735,1.46654340450124
Instagram,#Dance,Reel,Canada,3265277,458051,29284,27213,0.14027936986663,0.0083340555793581,485264,0.1486134254459881,1.2747597800368804
Instagram,#Fitness,Video,USA,2468546,184286,40314,40022,0.0746536625203662,0.0162127827474148,224308,0.0908664452677811,0.9637170616676384
TikTok,#Fitness,Tweet,Canada,2069657,384667,92434,33853,0.1858602657348536,0.0163568166126077,418520,0.2022170823474614,0.7812270380199325
YouTube,#Challenge,Tweet,Australia,4289977,96645,89277,22760,0.0225280928079567,0.0053053897491758,119405,0.0278334825571325,1.623050672529173
YouTube,#Comedy,Live Stream,Japan,274569,84850,78663,22317,0.3090297885048931,0.0812801153808332,107167,0.3903099038857263,0.1038792049714165
Instagram,#Viral,Video,Japan,4530657,343884,23584,33459,0.0759015745398515,0.0073850216425564,377343,0.0832865961824079,1.7687624421274375
TikTok,#Education,Tweet,UK,784735,222216,18478,15303,0.2831733005409469,0.0195008506056184,237519,0.3026741511465654,0.2962114976928891
TikTok,#Gaming,Video,Australia,3640704,122275,69449,39348,0.0335855373026755,0.0108077998101466,161623,0.0443933371128221,1.374245298726949
Twitter,#Fashion,Tweet,Canada,4201548,235903,65461,45899,0.0561466868877851,0.0109243069459161,281802,0.0670709938337013,1.5850057139398328
Instagram,#Viral,Reel,UK,2674421,365369,78273,45815,0.1366161124220906,0.0171308107437086,411184,0.1537469231657992,1.0440903867224782
Twitter,#Fitness,Post,USA,2944740,49038,74344,44081,0.0166527435359318,0.0149694030712388,93119,0.0316221466071707,1.110883352056714
YouTube,#Fitness,Live Stream,Australia,1417380,466880,27498,31415,0.3293964921192623,0.0221641338243801,498295,0.3515606259436425,0.5362451971722457
Twitter,#Challenge,Tweet,Canada,3439140,412155,15138,23614,0.1198424606151537,0.0068662514465825,435769,0.1267087120617363,1.2973924256105218
TikTok,#Gaming,Live Stream,Japan,1673508,79020,91806,20155,0.0472181788195813,0.0120435635802159,99175,0.0592617423997973,0.6316938980433286
Twitter,#Gaming,Video,Australia,1053561,469326,72822,39659,0.4454663754637842,0.0376428132780161,508985,0.4831091887418004,0.3974487986294966
Twitter,#Comedy,Reel,USA,2030811,448529,13583,24483,0.2208620103003184,0.0120557747619054,473012,0.2329177850622239,0.7661097859483852
Twitter,#Fashion,Tweet,UK,4210620,188460,2003,44118,0.0447582541288456,0.0104777918691309,232578,0.0552360459979765,1.58842806490116
TikTok,#Education,Post,Germany,2449143,142284,86663,26545,0.0580954235828614,0.0108384851354126,168829,0.0689339087182741,0.9244704468311666
YouTube,#Fashion,Live Stream,UK,1530621,127327,89084,33491,0.0831864975065675,0.0218806615092828,160818,0.1050671590158504,0.5790882896195656
Instagram,#Challenge,Tweet,Japan,4848430,366691,47997,35753,0.0756308743242658,0.007374139669955,402444,0.0830050139942208,1.892820596942989
YouTube,#Challenge,Video,India,4303440,2761,98789,28154,0.0006415797594482,0.0065422080939899,30915,0.0071837878534381,1.6281442036143654
YouTube,#Gaming,Tweet,Brazil,1334444,480156,75315,4080,0.3598172722122472,0.0030574531415331,484236,0.3628747253537803,0.5048675626122284
Twitter,#Challenge,Post,Brazil,4476612,393831,51315,38941,0.0879752366298441,0.0086987659417434,432772,0.0966740025715876,1.6887717572408127
TikTok,#Tech,Reel,UK,2101312,299542,6451,23831,0.1425499878171352,0.0113410098072061,323373,0.1538909976243413,0.7931757531396462
TikTok,#Challenge,Live Stream,USA,3105849,19437,81661,30275,0.0062581922044503,0.0097477372531633,49712,0.0160059294576136,1.1723552331652876
Twitter,#Viral,Tweet,Japan,1633210,436819,60378,21976,0.2674604000710258,0.0134557099209532,458795,0.2809161099919789,0.6161174838568247
TikTok,#Challenge,Video,Japan,2035775,228933,57754,21473,0.1124549618695582,0.0105478257665999,250406,0.1230027876361582,0.7684377040857632
TikTok,#Fitness,Post,India,3600594,292122,20092,46352,0.0811316132838081,0.012873431439368,338474,0.0940050447231762,1.3591051008608388
YouTube,#Education,Post,Canada,885219,120632,61893,2148,0.1362736226854597,0.0024265181836359,122780,0.1387001408690956,0.3349097893265166
Instagram,#Challenge,Tweet,USA,3171786,50849,1646,20221,0.0160316616568709,0.0063752724805519,71070,0.0224069341374228,1.238261018493701
TikTok,#Challenge,Reel,UK,3810326,307848,55932,4856,0.0807930869957058,0.0012744316365581,312704,0.082067518632264,1.4382719913832764
Instagram,#Dance,Video,Australia,103897,39137,23566,43482,0.3766903760455066,0.418510640345727,82619,0.7952010163912336,0.0405612500460119
Instagram,#Comedy,Reel,India,267595,196017,71829,28958,0.7325136867280779,0.1082157738373288,224975,0.8407294605654066,0.1044687306280505
Twitter,#Viral,Shorts,USA,859794,253727,18939,7344,0.2951020825918766,0.0085415808903062,261071,0.3036436634821829,0.3243515015920762
Instagram,#Music,Tweet,Australia,1032172,63781,81612,41902,0.0617929957410199,0.0405959471870967,105683,0.1023889429281166,0.4029585703388187
TikTok,#Challenge,Video,USA,4207986,433397,76452,4641,0.1029939263105913,0.0011029029088975,438038,0.1040968292194888,1.588375483864884
Twitter,#Dance,Post,Germany,4256325,88247,44482,34984,0.020733144203039,0.0082192971636329,123231,0.0289524413666719,1.60566996863655
TikTok,#Viral,Video,USA,416662,334892,26921,5078,0.8037498019977823,0.0121873364981687,339970,0.8159371384959512,0.1572761187556494
Twitter,#Music,Tweet,Japan,3438856,106702,82635,48353,0.0310283419834968,0.0140607806782255,155055,0.0450891226617223,1.2972852885213444
TikTok,#Music,Shorts,India,168375,59089,63545,31044,0.3509368968077209,0.1843741648106904,90133,0.5353110616184112,0.0635559914162618
TikTok,#Comedy,Tweet,India,2605588,324998,11214,20805,0.1247311547335956,0.0079847619807889,345803,0.1327159167143846,0.9835232579795976
YouTube,#Gaming,Reel,Canada,1234193,366180,76467,46591,0.2966958976432373,0.0377501735952156,412771,0.334446071238453,0.4669390485498634
YouTube,#Education,Post,USA,1921686,235328,25763,14304,0.1224591322411673,0.007443463708431,249632,0.1299025959495984,0.7270420691509293
TikTok,#Comedy,Live Stream,Japan,2027807,181535,68072,3161,0.0895228194793686,0.0015588268508788,184696,0.0910816463302474,0.7654300477258239
Twitter,#Dance,Tweet,USA,2169060,107786,69766,49507,0.0496924935225397,0.0228241726830977,157293,0.0725166662056374,0.8182632910247208
TikTok,#Tech,Live Stream,UK,3544861,135885,21914,32733,0.0383329557914964,0.0092339304700522,168618,0.0475668862615487,1.3380677374185077
Twitter,#Viral,Post,Canada,1705105,53294,74926,48281,0.031255553177077,0.0283155582794021,101575,0.0595711114564792,0.6432393888793794
YouTube,#Comedy,Video,Australia,2588183,255730,21342,29577,0.0988067690731296,0.0114277081643763,285307,0.110234477237506,0.9792015572061512
Twitter,#Comedy,Tweet,India,2235474,91583,92501,28268,0.0409680452557265,0.0126451929210538,119851,0.0536132381767804,0.8433175256748069
TikTok,#Challenge,Video,UK,3524223,1184,78674,12101,0.000335960579112,0.0034336646687794,13285,0.0037696252478915,1.3302775752753817
YouTube,#Viral,Live Stream,UK,1893669,98719,38141,25909,0.0521310746492655,0.0136819053382613,124628,0.0658129799875268,0.7164422429298913
YouTube,#Fashion,Video,Brazil,984735,436238,69677,42992,0.4430004011231448,0.0436584461809522,479230,0.486658847304097,0.3725602267828045
YouTube,#Fashion,Live Stream,Germany,3801329,179214,62593,37675,0.0471450905722709,0.0099110074397664,216889,0.0570560980120373,1.4381777780987284
TikTok,#Tech,Tweet,Japan,4112956,62765,47325,39189,0.0152603139931475,0.0095281836226791,101954,0.0247884976158266,1.5525048031564217
Instagram,#Fashion,Video,Germany,4244091,247707,91134,21078,0.0583651481554,0.0049664345085908,268785,0.0633315826639909,1.656887458435074
YouTube,#Dance,Reel,Brazil,795243,129380,23945,4134,0.1626924097414249,0.0051984110517162,133514,0.1678908207931412,0.3008686727164544
Instagram,#Dance,Shorts,Germany,670647,304751,19252,4825,0.4544134246481383,0.007194544969261,309576,0.4616079696173993,0.2618196931538714
TikTok,#Viral,Reel,Germany,1333724,340778,70404,45627,0.2555086359696609,0.0342102264036637,386405,0.2897188623733246,0.5034366805978462
Instagram,#Tech,Tweet,Germany,3681863,228168,9128,32280,0.0619708011949385,0.0087673006844632,260448,0.0707381018794018,1.4373943980881037
Instagram,#Tech,Live Stream,India,4466621,479028,75159,13063,0.1072461710989134,0.0029245821393845,492091,0.110170753238298,1.7437628732472348
YouTube,#Gaming,Tweet,Canada,4294256,475876,28764,40435,0.1108168679277621,0.0094160664850907,516311,0.1202329344128528,1.624669570212716
Twitter,#Tech,Shorts,Canada,2668217,489199,86017,44585,0.183343033943641,0.0167096604211726,533784,0.2000526943648136,1.006566910822249
Twitter,#Fashion,Tweet,Australia,752874,409136,81870,13101,0.5434322343446579,0.0174013181488535,422237,0.5608335524935115,0.2840166509764348
Instagram,#Fitness,Tweet,Japan,2168159,445889,80260,44121,0.2056532754286009,0.020349522336692,490010,0.226002797765293,0.84644637803316
Instagram,#Comedy,Post,UK,4930465,145318,39080,9349,0.0294734877947617,0.0018961700367003,154667,0.0313696578314621,1.924846951385606
Twitter,#Dance,Video,Canada,4914010,19243,56002,8519,0.0039159464469954,0.0017336147057087,27762,0.0056495611527042,1.853777209818257
Twitter,#Gaming,Video,Australia,584615,150064,84725,17775,0.2566885899267039,0.0304046252662008,167839,0.2870932151929047,0.2205420753148447
YouTube,#Challenge,Shorts,Japan,1142278,236928,12775,5265,0.207417108619793,0.0046092107175311,242193,0.2120263193373242,0.4321643393694834
YouTube,#Education,Shorts,India,730387,372363,3897,3722,0.5098160290366613,0.0050959285967576,376085,0.514911957633419,0.276331344330416
YouTube,#Comedy,Live Stream,Brazil,2023853,456466,20085,32976,0.2255430606867198,0.0162936735029668,489442,0.2418367341896867,0.7656954740666871
TikTok,#Music,Tweet,Canada,2816495,370066,79854,29476,0.1313923866365819,0.0104654899085565,399542,0.1418578765451385,1.0631336721243907
TikTok,#Challenge,Reel,Australia,2586745,404333,74597,46511,0.1563095705220267,0.0179805121880973,450844,0.1742900827101241,0.976410648944666
YouTube,#Dance,Shorts,Japan,3634921,62251,65353,36771,0.0171258192406382,0.0101160382852887,99022,0.0272418575259269,1.3752197211407926
TikTok,#Viral,Reel,Germany,4192386,294804,89443,27277,0.0703189067037243,0.0065063188360995,322081,0.0768252255398238,1.5824870000276534
YouTube,#Tech,Video,USA,3691681,86388,36191,49207,0.0234007217850079,0.0133291581802436,135595,0.0367298799652516,1.3966940451692793
TikTok,#Tech,Video,Germany,4837671,346397,58957,5374,0.071604083865976,0.0011108651249743,351771,0.0727149489909503,1.826060736752479
TikTok,#Tech,Shorts,Japan,2241707,352345,74249,451,0.1571770976314032,0.0002011859712263,352796,0.1573782836026296,0.8461702203401573
TikTok,#Education,Video,Brazil,2425554,328451,85600,31540,0.1354127758029712,0.0130032149356394,359991,0.1484159907386106,0.9155663798288314
YouTube,#Gaming,Reel,USA,4400609,235736,85103,19014,0.0535689492068029,0.0043207656031244,254750,0.0578897148099274,1.6649066876087986
YouTube,#Fashion,Live Stream,Germany,4335484,265736,60002,48789,0.0612932719853192,0.0112534148436483,314525,0.0725466868289676,1.6402675869682912
TikTok,#Gaming,Reel,India,2103742,157003,60341,40513,0.0746303491587846,0.0192575895713447,197516,0.0938879387301294,0.7940929977373685
Twitter,#Tech,Reel,USA,576763,467832,41087,8066,0.8111338626090786,0.0139849470233007,475898,0.8251188096323794,0.2175799611450541
YouTube,#Tech,Reel,Japan,1143848,58018,37436,18311,0.0507217742217497,0.0160082458508473,76329,0.066730020072597,0.4327583261334849
Instagram,#Gaming,Shorts,UK,4356392,411938,75228,24469,0.0945594427682357,0.0056168039974364,436407,0.1001762467656721,1.7007296188575811
YouTube,#Tech,Tweet,Japan,405063,366573,35185,36177,0.9049777442027536,0.0893120329430236,402750,0.9942897771457774,0.1532497201189387
YouTube,#Fashion,Live Stream,UK,939082,406358,86675,10858,0.4327183355660102,0.0115623555770422,417216,0.4442806911430524,0.3552880753579893
YouTube,#Fashion,Video,Brazil,1911934,414686,62802,17662,0.2168934701720875,0.0092377665756244,432348,0.226131236747712,0.7233525411747876
YouTube,#Tech,Live Stream,Germany,1708144,56901,20001,7802,0.0333115943386506,0.0045675306063189,64703,0.0378791249449695,0.6462515458653209
TikTok,#Dance,Live Stream,Canada,4730930,442721,55560,33554,0.0935801206105353,0.007092474418349,476275,0.1006725950288843,1.7857695410300547
Instagram,#Gaming,Tweet,Canada,2361266,184502,87669,13578,0.0781368977489194,0.0057503051329244,198080,0.0838872028818439,0.921835092939608
YouTube,#Gaming,Tweet,Brazil,3159075,438956,91840,31899,0.138950800471657,0.0100975760309584,470855,0.1490483765026155,1.19519027801783
Instagram,#Dance,Tweet,UK,3526448,51600,83324,34949,0.0146322872193209,0.0099105388765125,86549,0.0245428260958335,1.3767205896441548
TikTok,#Comedy,Shorts,Japan,449285,61991,31039,47417,0.1379770079125722,0.1055388005386336,109408,0.2435158084512058,0.1695902218468014
Instagram,#Fashion,Live Stream,India,3003531,381398,70031,25141,0.1269832074315197,0.0083704812768704,406539,0.1353536887083902,1.172574491197516
TikTok,#Gaming,Live Stream,Germany,4589879,316201,78508,13106,0.0688909228326062,0.0028554129640454,329307,0.0717463357966517,1.7325274555348495
Twitter,#Fashion,Post,Brazil,556209,487912,29642,45365,0.8772098258028906,0.0815610678719689,533277,0.9587708936748596,0.2098261029374793
YouTube,#Comedy,Shorts,India,3050658,191272,53935,19636,0.0626986046944626,0.0064366441600467,210908,0.0691352488545094,1.1541722761116209
Twitter,#Challenge,Tweet,USA,468718,351338,89790,32094,0.7495722374647442,0.068471874346622,383432,0.8180441118113663,0.1768207118486925
TikTok,#Music,Live Stream,Brazil,1024956,294506,13536,48320,0.2873352612209695,0.0471434871350575,342826,0.334478748356027,0.3868869769148985
Twitter,#Challenge,Video,Germany,2127962,220734,21453,14972,0.1037302357842856,0.0070358399257129,235706,0.1107660757099985,0.8027593470422888
Twitter,#Fashion,Reel,Canada,4856986,291395,99817,7707,0.059995025721713,0.0015867865379887,299102,0.0615818122597018,1.8322652894899147
Twitter,#Comedy,Post,Australia,1318537,324242,11914,19688,0.2459104295139234,0.0149317008168902,343930,0.2608421303308136,0.4974092118050502
Twitter,#Viral,Video,Australia,2020909,65259,90445,33608,0.0322919042866353,0.0166301401992865,98867,0.0489220444859219,0.7623743230715044
TikTok,#Music,Reel,Australia,781134,305684,90185,22404,0.3913336252166722,0.0286813786110961,328088,0.4200150038277683,0.2948522393404617
Instagram,#Dance,Live Stream,Germany,2349428,91877,14035,48890,0.03910611433932,0.0208093203962836,140767,0.0599154347356037,0.9172135535492052
Instagram,#Music,Post,Canada,3495833,247723,73354,24761,0.0708623667091648,0.0070830042510611,272484,0.077945370960226,1.364768534530353
Twitter,#Comedy,Live Stream,UK,754145,104586,83802,36911,0.1386815532821937,0.0489441685617487,141497,0.1876257218439424,0.2844961271748306
TikTok,#Fashion,Shorts,USA,2286322,316805,99649,12197,0.1385653464385156,0.0053347691182606,329002,0.1439001155567763,0.863010906647724
YouTube,#Viral,Shorts,Canada,2307501,358459,4933,24085,0.1553451114430719,0.0104376986185488,382544,0.1657828100616207,0.8730095872103135
YouTube,#Fitness,Tweet,USA,3047358,462784,10533,18903,0.1518640081014439,0.0062030782074177,481687,0.1580670863088616,1.152923768900662
YouTube,#Fitness,Reel,Canada,3309387,35776,49912,10371,0.0108104612727372,0.0031338129992049,46147,0.0139442742719422,1.2520586464704362
Twitter,#Fashion,Shorts,Australia,3058341,425490,24075,1043,0.1391244468814955,0.0003410345674337,426533,0.1394654814489293,1.1537385649709255
TikTok,#Tech,Shorts,India,4047723,238367,5924,7164,0.0588891581760906,0.0017698839569802,245531,0.0606590421330708,1.527881504043982
Twitter,#Fitness,Reel,Australia,1543219,36775,22461,12596,0.0238300591166905,0.0081621597453115,49371,0.031992218862002,0.5821689845886598
Twitter,#Comedy,Post,UK,1912145,125046,33950,35129,0.065395668215538,0.0183715147125348,160175,0.0837671829280729,0.7213438358627539
TikTok,#Challenge,Video,India,2497149,23114,23917,18942,0.009256155719983,0.0075854504476905,42056,0.0168416061676736,0.9425911234395056
Instagram,#Education,Shorts,Brazil,220575,200694,61870,17571,0.9098673920435226,0.0796599795987759,218265,0.9895273716422984,0.0861121854230544
TikTok,#Gaming,Reel,Canada,1373925,83584,5032,45668,0.0608359262696289,0.0332390778244809,129252,0.0940750040941099,0.5186112279530066
Instagram,#Gaming,Video,Canada,3287015,228853,73672,31885,0.0696233512776789,0.0097002903850453,260738,0.0793236416627243,1.2832462662058768
TikTok,#Fitness,Tweet,Canada,3257070,20757,52198,42698,0.0063729057097329,0.0131093283226949,63455,0.0194822340324279,1.2294361571620718
YouTube,#Comedy,Reel,Canada,2240771,454178,29349,31522,0.2026882711352476,0.0140674794523849,485700,0.2167557505876325,0.847763258062658
YouTube,#Comedy,Post,USA,1111363,349304,23955,7574,0.314302347657786,0.0068150550270253,356878,0.3211174026848113,0.4204680968159128
Instagram,#Gaming,Reel,USA,1976709,80323,48505,43372,0.0406347115331594,0.0219415199708201,123695,0.0625762315039795,0.7717045537137958
Twitter,#Fashion,Reel,Brazil,3802774,499236,96550,28438,0.1312820588338933,0.0074782251061987,527674,0.1387602839400921,1.4345709054905085
Instagram,#Challenge,Live Stream,Brazil,2827457,65941,46483,48418,0.0233216632472217,0.0171242215177808,114359,0.0404458847650026,1.1038354367435712
Twitter,#Viral,Video,UK,1452698,161930,17928,18917,0.1114684538699716,0.0130219770385861,180847,0.1244904309085577,0.5480205463864669
Twitter,#Gaming,Reel,Japan,1415487,399428,8466,3334,0.2821841528745937,0.0023553730977395,402762,0.2845395259723332,0.5339829470013319
TikTok,#Challenge,Reel,Brazil,1633680,423061,89011,33365,0.2589619754174624,0.0204232162969492,456426,0.2793851917144116,0.616660145846584
Instagram,#Viral,Reel,Germany,493921,40363,16844,32469,0.0817195462432251,0.0657372332822455,72832,0.1474567795254706,0.1928260987706697
YouTube,#Music,Tweet,UK,2517670,360247,26754,33262,0.1430874578479308,0.0132114216716249,393509,0.1562988795195558,0.952523984792115
Twitter,#Fitness,Tweet,Brazil,2701054,19099,6791,12487,0.0070709434169031,0.0046230101286386,31586,0.0116939535455418,1.018954448136744
TikTok,#Comedy,Tweet,Canada,566432,123321,33394,35085,0.2177154539291565,0.0619403564770352,158406,0.2796558104061917,0.2138093382621886
Twitter,#Dance,Post,Canada,4087476,19388,12617,13668,0.0047432694406034,0.0033438728447579,33056,0.0080871422853614,1.5419728194446265
Instagram,#Music,Live Stream,Japan,1703104,197192,63338,3886,0.1157838863627823,0.0022817162075833,201078,0.1180656025703656,0.6648895271120738
TikTok,#Comedy,Shorts,Germany,4794357,460406,36718,9386,0.0960308128910717,0.0019577182091362,469792,0.097988531100208,1.8097111348982609
Twitter,#Comedy,Post,USA,3758458,228695,61603,4448,0.0608480924889941,0.0011834640695732,233143,0.0620315565585673,1.4178529926595806
Twitter,#Challenge,Live Stream,Brazil,1557528,434353,94792,47416,0.2788733172052123,0.0304431124191667,481769,0.3093164296243791,0.5875669585641482
YouTube,#Challenge,Reel,Germany,2962657,129075,42946,24127,0.0435673113694902,0.0081437034391763,153202,0.0517110148086666,1.120878372150541
Instagram,#Fashion,Tweet,India,4992601,389024,91886,16411,0.0779201061731149,0.0032870641975996,405435,0.0812071703707145,1.9491047628032503
YouTube,#Music,Reel,India,1703137,293146,32428,36233,0.1721212092744153,0.0212742721225597,329379,0.1933954813969751,0.6443572199243301
Twitter,#Comedy,Reel,UK,3749586,315273,93109,16533,0.0840820826619258,0.004409286785261,331806,0.0884913694471869,1.414506090352604
Twitter,#Music,Video,UK,1350342,347635,85096,4171,0.2574421887195984,0.0030888471216921,351806,0.2605310358412905,0.5094074340630981
TikTok,#Fashion,Shorts,USA,3771445,420305,58653,23940,0.111444022118843,0.006347699621763,444245,0.117791721740606,1.4235957003528046
Instagram,#Tech,Tweet,Germany,1814986,411569,12811,40638,0.2267615287390646,0.0223902553518319,452207,0.2491517840908965,0.7085681104941534
YouTube,#Fitness,Video,India,2694912,28836,90228,9577,0.0107001638643488,0.0035537338510496,38413,0.0142538977153984,1.0195809287571795
TikTok,#Fashion,Live Stream,USA,4368330,103328,93696,45312,0.0236538906172381,0.0103728427110589,148640,0.034026733328297,1.64890003850571
Instagram,#Music,Live Stream,USA,213212,31125,57224,27244,0.1459814644579104,0.1277789242631747,58369,0.2737603887210851,0.0832376800563086
TikTok,#Dance,Shorts,UK,2875732,138204,72909,42115,0.0480587203536351,0.0146449669162494,180319,0.0627036872698846,1.085493679628623
Twitter,#Fashion,Tweet,Japan,4413422,167555,58449,806,0.0379648717027286,0.0001826247297448,168361,0.0381474964324734,1.6649337548988528
TikTok,#Comedy,Reel,Canada,4657315,76313,37855,4252,0.0163856213290275,0.0009129723885972,80565,0.0172985937176248,1.7579823142558415
TikTok,#Fashion,Tweet,Japan,1677563,50282,14469,12725,0.0299732409453475,0.0075854081188009,63007,0.0375586490641484,0.6332245263740959
TikTok,#Dance,Post,India,3295972,316535,22109,19848,0.0960369202165552,0.0060218958170761,336383,0.1020588160336313,1.244120374997709
YouTube,#Fitness,Post,Australia,1917861,499874,92567,19082,0.2606414124902691,0.0099496261720739,518956,0.2705910386623431,0.7255949357927728
YouTube,#Gaming,Reel,Canada,842705,231984,87290,43282,0.2752849455028747,0.0513607964827549,275266,0.3266457419856296,0.318825233094186
YouTube,#Viral,Video,USA,1197159,216342,10156,7638,0.1807128376431201,0.0063801048983468,223980,0.1870929425414669,0.4529277709587609
Twitter,#Comedy,Live Stream,Canada,3357438,35821,87391,33823,0.0106691471294481,0.0100740505111337,69644,0.0207431976405818,1.2665708958219029
TikTok,#Gaming,Tweet,Canada,2248921,5928,68590,38086,0.002635930741898,0.0169352324959391,44014,0.0195711632378371,0.8488932666479638
YouTube,#Viral,Tweet,UK,636012,204341,36007,14775,0.3212848185254366,0.023230693760495,219116,0.3445155122859317,0.2406259297745942
YouTube,#Gaming,Live Stream,Canada,580413,148546,85714,30266,0.2559315521878386,0.0521456273377749,178812,0.3080771795256136,0.2195908532830537
Twitter,#Gaming,Post,Brazil,1619478,202449,22506,49206,0.125008799131572,0.0303838644303905,251655,0.1553926635619625,0.6109371792491368
YouTube,#Challenge,Post,Germany,2727339,225746,26005,12638,0.0827715219853491,0.0046338207314895,238384,0.0874053427168386,1.0318492146146805
Instagram,#Tech,Post,Canada,4168696,113448,30625,48391,0.0272142655640996,0.0116081863489206,161839,0.0388224519130202,1.6274533511247662
YouTube,#Challenge,Post,UK,4780227,282426,29708,35199,0.0590821314552635,0.0073634578441567,317625,0.0664455892994203,1.80852966046021
YouTube,#Fitness,Post,Australia,4112679,426935,38868,26186,0.1038094633692539,0.0063671392783146,453121,0.1101766026475686,1.555972541775074
Twitter,#Dance,Tweet,Japan,4758478,12810,84684,28499,0.0026920372438414,0.0059890998760528,41309,0.0086811371198942,1.7951038092762448
Instagram,#Tech,Post,UK,2942675,167857,18673,3273,0.0570423169395193,0.0011122533069401,171130,0.0581545702464594,1.1488163900704371
TikTok,#Fashion,Post,Canada,3955213,127357,29753,3803,0.0321997829194028,0.0009615158526228,131160,0.0331612987720256,1.4929620399553798
YouTube,#Tech,Video,India,4261296,160489,27495,49820,0.0376620164381915,0.0116912788973119,210309,0.0493532953355035,1.6121996315238694
Twitter,#Fashion,Live Stream,Brazil,2355918,414382,71397,7294,0.1758898229904436,0.003096033053782,421676,0.1789858560442256,0.8887542142976119
Instagram,#Gaming,Reel,UK,3508758,417726,86984,579,0.119052382637959,0.0001650156551121,418305,0.1192173982930712,1.369814437269072
Twitter,#Viral,Video,Brazil,4974277,54468,92889,6169,0.0109499330254426,0.0012401802312175,60637,0.0121901132566602,1.876512530076888
YouTube,#Fashion,Live Stream,UK,1032747,356909,54789,47157,0.3455919019856751,0.0456617157929289,404066,0.391253617778604,0.3907248716956957
Instagram,#Comedy,Post,India,1827742,68140,14386,10354,0.0372809729163087,0.0056649133192759,78494,0.0429458862355846,0.7135480358585712
Twitter,#Tech,Post,Germany,4002361,185270,4346,44739,0.0462901772228941,0.0111781520957254,230009,0.0574683293186196,1.5098637583695207
Instagram,#Fitness,Post,UK,3892548,47532,2967,4004,0.0122110247580762,0.0010286321453197,51536,0.0132396569033959,1.5196455407192098
Twitter,#Fashion,Tweet,UK,815181,3087,33539,8879,0.003786889046727,0.0108920595548718,11966,0.0146789486015989,0.3075215475094386
Instagram,#Comedy,Reel,UK,4428223,263558,38409,220,0.0595177794794887,4.968132815352795e-05,263778,0.0595674608076422,1.7287723453275954
