Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,Total_Engagement,Engagement_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
TikTok,#Viral,Post,UK,4620055,271977,90199,34506,High,0.058868779700674556,0.019523360652632923,0.0074687422552328925,396682,0.08586088260854037,306483,0.06633752195590745,1.743917897090764
Twitter,#Education,Tweet,USA,698996,230272,90423,36387,Low,0.32943250032904337,0.12936125528615328,0.05205609188035411,357082,0.5108498474955507,266659,0.38148859220939746,0.2636915379810221
Instagram,#Fitness,Tweet,Germany,4574811,234031,61405,24447,Low,0.05115643028750259,0.013422412423158028,0.005343827318767923,319883,0.06992267002942854,258478,0.05650025760627051,1.786000104759964
Twitter,#Viral,Reel,India,2098847,427488,31324,38758,High,0.2036775429557276,0.01492438467406152,0.018466329370363823,497570,0.23706825700015294,466246,0.22214387232609142,0.7917759091852518
Twitter,#Tech,Live Stream,UK,703331,175184,57753,39627,Medium,0.24907760357498818,0.08211354255677625,0.0563418930773704,272564,0.38753303920913484,214811,0.30541949665235857,0.26532688756406364
YouTube,#Education,Shorts,Japan,4545018,465681,20909,13975,Low,0.10245966022576808,0.004600421824512026,0.003074795303340933,500565,0.11013487735362104,479656,0.10553445552910902,1.7195417414958627
Twitter,#Gaming,Tweet,Canada,1864193,357294,54233,8180,Low,0.1916614856938096,0.02909194487909782,0.004387957684638876,419707,0.2251413882575463,365474,0.19604944337844848,0.7032542664957389
TikTok,#Gaming,Live Stream,UK,3808549,100605,35524,44184,Low,0.026415571914658313,0.00932743677447763,0.011601268619623904,180313,0.04734427730875985,144789,0.03801684053428222,1.4376012326795098
Twitter,#Fashion,Tweet,UK,1072473,485342,96891,40353,Medium,0.45254472606769586,0.09034353312391082,0.037626122056219596,622586,0.5805143812478263,525695,0.4901708481239155,0.40458322338485586
YouTube,#Comedy,Post,UK,2036999,123731,75519,9408,High,0.060741806942467814,0.03707365590262931,0.0046185589683647365,208658,0.10243402181346187,133139,0.06536036591083255,0.7706690727925237
Twitter,#Fashion,Tweet,USA,2416660,54359,30217,3033,High,0.02249344136121755,0.012503620699643309,0.0012550379449322619,87609,0.03625210000579312,57392,0.02374847930614981,0.9116687251103252
YouTube,#Tech,Post,Canada,1483411,498539,58353,5140,High,0.3360761110710383,0.039337041453784555,0.003464987114157843,562032,0.3788781396389807,503679,0.3395410981851961,0.561227069792489
Instagram,#Comedy,Video,India,757452,53035,57545,36097,High,0.07001763808135697,0.07597181075500493,0.04765582505558108,146677,0.193645273891943,89132,0.11767346313693805,0.29570824922617445
YouTube,#Music,Reel,India,414396,155674,22830,45570,Medium,0.3756648230195272,0.05509223061998668,0.10996727767642545,224074,0.5407243313159393,201244,0.48563210069595264,0.15678072551284056
TikTok,#Challenge,Shorts,Germany,2526800,324376,16252,9755,Low,0.12837422827291436,0.006431850561975622,0.003860614215608675,350383,0.13866669305049864,334131,0.13223484248852305,0.9537833948662825
Twitter,#Dance,Post,USA,3697978,69386,12584,32219,Low,0.018763226822874554,0.0034029407422110137,0.008712599155538514,114189,0.030878766720624083,101605,0.027475825978413068,1.3950373195840664
Instagram,#Tech,Tweet,Germany,3246752,341196,98173,49438,Medium,0.10508840835394881,0.030237295611121515,0.015226909847133381,488807,0.1505526138122037,390634,0.12031531820108218,1.2675276447769368
Instagram,#Gaming,Tweet,Australia,1084541,476378,7727,23253,High,0.4392438828960823,0.00712467301835523,0.021440406586749602,507358,0.46780896250118714,499631,0.4606842894828319,0.42340335800024875
Instagram,#Comedy,Live Stream,Germany,1576922,260556,5576,916,High,0.1652307469868516,0.0035360024148309173,0.0005808784454779627,267048,0.16934762784716048,261472,0.16581162543232955,0.6156282428275817
YouTube,#Music,Post,Japan,4162373,84336,91289,22422,Low,0.02026151909019206,0.021931960446601013,0.005386831021631171,198047,0.047580310558424245,106758,0.02564835011182323,1.5747735470300357
TikTok,#Challenge,Post,USA,3014494,177444,23497,31261,Low,0.058863610277545754,0.0077946746618172075,0.010370231289231294,232202,0.07702851622859425,208705,0.06923384156677705,1.1378717433607881
TikTok,#Gaming,Shorts,Australia,3602760,403164,38202,21785,Medium,0.11190420677480598,0.01060353728807914,0.006046753044887808,463151,0.12855449710777292,424949,0.1179509598196938,1.3599226941936235
Instagram,#Education,Live Stream,Canada,1889280,209379,52856,26935,Medium,0.11082475863821138,0.02797679539295393,0.014256753895663957,289170,0.15305830792682926,236314,0.12508151253387534,0.737572388874842
YouTube,#Music,Tweet,Germany,3072862,437084,60056,5332,Medium,0.14224003551086903,0.019543995141988152,0.001735190190773292,502472,0.16351922084363046,442416,0.1439752257016423,1.1625728379637792
YouTube,#Challenge,Reel,Canada,3479279,153027,85441,848,Medium,0.043982388305163225,0.024557099330062348,0.0002437286575753195,239316,0.06878321629280089,153875,0.044226116962738544,1.3163348243747293
Instagram,#Viral,Post,India,4032339,447185,95082,4553,Low,0.11089965402214447,0.023579862704995784,0.0011291213362765382,546820,0.1356086380634168,451738,0.11202877535842101,1.574219760428942
TikTok,#Dance,Video,USA,3249902,319481,63705,49236,High,0.09830481042197581,0.019602129541136933,0.015149995292165734,432422,0.13305693525527848,368717,0.11345480571414153,1.226730474332247
Twitter,#Tech,Reel,Australia,2198492,214761,49390,30920,High,0.09768559539902806,0.022465399009866764,0.014064185814640216,295071,0.13421518022353504,245681,0.11174978121366828,0.829366314998903
Twitter,#Gaming,Shorts,USA,2428330,361844,85813,1552,High,0.14900940152285727,0.03533827774643479,0.0006391223598110635,449209,0.18498680162910314,363396,0.14964852388266833,0.916071154091662
TikTok,#Gaming,Video,Japan,3687223,181751,62834,14368,Medium,0.04929210953609261,0.017041008911042266,0.003896699494443379,258953,0.07022981794157826,196119,0.05318880903053599,1.3918046820361876
Instagram,#Fitness,Video,USA,2327036,61250,78025,36566,Low,0.026321036717953654,0.03352977779458504,0.015713551487815402,175841,0.0755643660003541,97816,0.04203458820576905,0.908471746653623
Instagram,#Viral,Reel,Australia,939246,57670,81461,29497,Medium,0.061400314720531146,0.08673020699582432,0.03140497803557322,168628,0.17953549975192867,87167,0.09280529275610437,0.36668038404108433
Instagram,#Comedy,Video,Canada,1731012,250378,88088,45704,Medium,0.14464255591526806,0.050888150977578435,0.026403052087449422,384170,0.2219337589802959,296082,0.17104560800271748,0.6757847730410622
YouTube,#Viral,Tweet,India,460366,243442,29282,7463,High,0.5288009974672326,0.06360591355573608,0.01621101471437943,280187,0.6086179257373481,250905,0.545012012181612,0.17417280929701143
YouTube,#Gaming,Tweet,Japan,1027066,325786,49107,28849,Medium,0.3172006472807006,0.047812896152730204,0.02808874989533292,403742,0.3931022933287637,354635,0.34528939717603346,0.3885755476152547
TikTok,#Tech,Tweet,Canada,1648229,1939,18355,36490,Low,0.0011764141997258875,0.011136195273836342,0.022138913949457266,56784,0.03445152342301949,38429,0.023315328149183155,0.6221519119586267
Twitter,#Fashion,Reel,Canada,3514426,322029,93337,27289,High,0.09163061051790534,0.026558248772345753,0.007764852638809296,442655,0.12595371192906038,349318,0.09939546315671464,1.3257935625675847
TikTok,#Dance,Tweet,USA,4075333,483730,5918,19302,Medium,0.11869704880558227,0.0014521512720555596,0.004736300076582699,508950,0.12488550015422052,503032,0.12343334888216496,1.5383033655020546
TikTok,#Education,Live Stream,Germany,3849113,271549,55550,30444,High,0.07054846142474902,0.014431896387557342,0.00790935470068039,357543,0.09288971251298676,301993,0.07845781612542942,1.4529128005239598
YouTube,#Gaming,Tweet,UK,2738867,453411,27052,32698,Low,0.16554692140947333,0.009877076908079143,0.011938513261140465,513161,0.18736251157869294,486109,0.17748543467061378,1.0362106664716286
YouTube,#Fashion,Shorts,UK,1358058,39790,54189,14767,High,0.02929919046167395,0.03990183040783236,0.010873615118058287,108746,0.08007463598756459,54557,0.04017280557973223,0.5138015775454329
TikTok,#Gaming,Reel,UK,4427514,209500,54813,398,Medium,0.04731774987046907,0.012380085077088408,8.989243173482907e-05,264711,0.059787727379292305,209898,0.0474076423022039,1.671240040263572
Instagram,#Challenge,Live Stream,USA,3068331,454979,20223,17128,High,0.14828224203972779,0.006590879536790523,0.005582187840881573,492330,0.16045530941739988,472107,0.15386442988060936,1.1978723246574001
Instagram,#Music,Tweet,Canada,2528462,245856,95659,33681,High,0.0972353944809137,0.03783288022521201,0.013320745971266328,375196,0.14838902067739201,279537,0.11055614045218003,0.9871081880500829
Instagram,#Comedy,Post,Canada,1119674,109989,80729,8816,Medium,0.09823305712198371,0.07210045066689054,0.007873720386469633,199534,0.1782072281753439,118805,0.10610677750845335,0.43711923428028127
YouTube,#Fitness,Live Stream,Canada,4671503,354700,68406,4501,Low,0.07592845386163725,0.014643252931658184,0.0009635014683711002,427607,0.09153520826166653,359201,0.07689195533000835,1.7673955095498295
TikTok,#Comedy,Shorts,Germany,2054982,281275,53337,48762,Medium,0.13687467822102578,0.02595497186836673,0.023728674995693394,383374,0.1865583250850859,330037,0.16060335321671917,0.7756877110768968
Twitter,#Challenge,Post,Australia,730053,338775,6525,41951,Low,0.4640416517704879,0.008937707262349446,0.05746295131997266,387251,0.53044231035281,380726,0.5215046030904605,0.2754075822718
YouTube,#Fitness,Shorts,USA,2413529,336934,57434,10139,Low,0.1396022173340366,0.0237966894120601,0.0042009024958888,404507,0.1675998092419855,347073,0.14380311982992539,0.9131237455628928
YouTube,#Dance,Video,Germany,391207,313055,24804,6375,Low,0.8002285235182397,0.06340377344986159,0.016295720679844687,344234,0.8799280176479459,319430,0.8165242441980843,0.14800750317498676
TikTok,#Challenge,Reel,India,784742,282053,19133,30108,High,0.3594213129920407,0.024381261612096715,0.038366749836251914,331294,0.42216932444038935,312161,0.3977880628282926,0.2962141399612776
Instagram,#Challenge,Video,Brazil,277130,233783,85182,8036,Low,0.8435860426514632,0.307371991484141,0.028997221520586005,327001,1.1799552556561903,241819,0.8725832641720492,0.10819118189409985
Twitter,#Education,Reel,Japan,2565436,477983,33017,27356,Medium,0.18631647797879192,0.012869937117901206,0.010663294660244887,538356,0.209849709756938,505339,0.1969797726390368,0.967793470108386
Instagram,#Fashion,Shorts,India,1592224,151107,21352,42997,Medium,0.09490310408585727,0.013410173442932653,0.027004366219828366,215456,0.1353176437486183,194104,0.12190747030568563,0.6216021231918278
Twitter,#Music,Tweet,Brazil,4866287,110197,97705,47593,Low,0.022644985797179655,0.020077936217078853,0.009780146547049116,255495,0.052503068561307625,157790,0.03242513234422877,1.835774029160473
Twitter,#Viral,Post,Canada,2403864,196768,43069,37243,Low,0.08185488030936858,0.01791657098737699,0.015492972980168595,277080,0.11526442427691416,234011,0.09734785328953718,0.9068415202049964
TikTok,#Tech,Reel,India,1720905,218906,90499,10677,High,0.12720400022081405,0.05258802781094831,0.00620429367106261,320082,0.18599632170282496,229583,0.13340829389187667,0.649584697301868
Instagram,#Music,Reel,Brazil,961891,487176,12329,34064,Low,0.5064773451461756,0.012817460606243327,0.03541357596650764,533569,0.5547083817189266,521240,0.5418909211126832,0.37552096179878613
TikTok,#Fitness,Shorts,USA,2597115,209479,59884,29309,High,0.08065834589534926,0.02305789308521186,0.011285214555381645,298672,0.11500145353594277,238788,0.0919435604507309,0.9803249808287736
YouTube,#Challenge,Post,UK,1817777,305112,68771,27995,Low,0.16784897157352086,0.03783247340020256,0.015400678961170705,401878,0.2210821239348941,333107,0.18324965053469155,0.6877296037619928
TikTok,#Comedy,Post,Germany,3736164,272497,47905,28553,Low,0.07293496752283893,0.012821974624240264,0.007642330475857055,348955,0.09339927262293625,301050,0.080577297998696,1.4102782902078477
YouTube,#Education,Shorts,Australia,1690004,87806,17483,2879,High,0.05195609004475729,0.010344945929122062,0.0017035462637958253,108168,0.06400458223767518,90685,0.05365963630855312,0.6393885395602337
YouTube,#Challenge,Tweet,UK,4217473,315841,98963,2655,Medium,0.07488868334189691,0.023464999064605748,0.0006295238878826255,417459,0.09898320629438528,318496,0.07551820722977953,1.5956198340978585
TikTok,#Comedy,Reel,India,2283129,127849,30815,17515,Medium,0.05599727391662933,0.013496828256309653,0.007671489434017964,176179,0.07716559160695695,145364,0.06366876335064729,0.8618056547956549
YouTube,#Gaming,Video,Australia,2488678,87494,30237,19414,Low,0.035156818198256265,0.012149824123490464,0.007800928846560302,137145,0.05510757116830703,106908,0.042957747044816565,0.9415552814405664
YouTube,#Fashion,Video,Germany,3340718,351694,14602,17845,Medium,0.10527497382299254,0.004370916671206609,0.005341666072981916,384141,0.11498755656718107,369539,0.11061663989597446,1.2639122765996913
Twitter,#Comedy,Live Stream,UK,3827263,322588,41822,15238,Low,0.08428686505212733,0.01092739119313201,0.003981435297234603,379648,0.09919569154249394,337826,0.08826830034936194,1.443809215972424
YouTube,#Fitness,Live Stream,India,3874541,325908,68520,3286,Low,0.08411525391007606,0.017684675423488873,0.0008481004588672568,397714,0.10264802979243219,329194,0.08496335436894331,1.4658764780771212
YouTube,#Dance,Live Stream,India,4659825,163124,24416,5516,Low,0.03500646483505282,0.005239681747705118,0.0011837354407086102,193056,0.04142988202346655,168640,0.036190200275761426,1.7629773073651103
TikTok,#Tech,Video,Australia,2056875,483813,54265,10201,Low,0.23521750227894256,0.026382254633849894,0.0049594652081434215,548279,0.2665592221209359,494014,0.240176967487086,0.77640225594253
TikTok,#Challenge,Live Stream,Japan,1729099,214293,85464,23680,High,0.12393333175254859,0.049426898054998586,0.013694993751080764,323437,0.18705522355862794,237973,0.13762832550362936,0.6526776611840646
YouTube,#Gaming,Post,India,704858,426448,3515,6655,High,0.6050126408439714,0.004986820040348552,0.00944161802802834,436618,0.6194410789123483,433103,0.6144542588719998,0.2666728168793371
Instagram,#Tech,Shorts,Germany,4843527,125726,6638,10865,High,0.025957530535083217,0.001370488901992288,0.002243200048229317,143229,0.02957121948530482,136591,0.028200730583312534,1.890906472290924
Twitter,#Tech,Shorts,Japan,2601129,443899,62686,24835,High,0.17065628040746922,0.02409953524027451,0.009547777138311864,531420,0.2043035927860556,468734,0.1802040575457811,0.9812584142070025
Twitter,#Challenge,Post,Australia,3655039,320457,90568,40721,Low,0.08767539826524423,0.02477894216723816,0.011141057591998335,451746,0.12359539802448072,361178,0.09881645585724257,1.3788388707383403
Twitter,#Education,Live Stream,India,3086921,424972,73584,48752,Medium,0.13766857007354577,0.023837344719868113,0.015793083140125713,547308,0.1772989979335396,473724,0.1534616532136715,1.1645201776775755
YouTube,#Fitness,Post,Germany,2307451,383944,11945,11701,Low,0.16639313250855597,0.005176707977764208,0.005070963587092424,407590,0.17664080407341262,395645,0.1714640960956484,0.8729906704343899
Instagram,#Tech,Tweet,Canada,3652853,316401,92501,7383,Low,0.08661750144339232,0.02532294620122956,0.0020211598988516648,416285,0.11396160754347355,323784,0.08863866134224399,1.4260689328308314
Instagram,#Fitness,Post,Brazil,4548249,326779,68925,15219,Medium,0.07184720977237614,0.01515418351106107,0.0033461228705816237,410923,0.09034751615401883,341998,0.07519333264295776,1.7756303354333987
Instagram,#Challenge,Shorts,Brazil,806577,50620,69364,17406,Medium,0.06275904222411499,0.0859979890326652,0.021580084728426423,137390,0.17033711598520662,68026,0.08433912695254142,0.31488658361995225
YouTube,#Comedy,Tweet,UK,3364887,358232,54348,46144,Low,0.10646182174914046,0.016151508208150825,0.013713387700686532,458724,0.13632671765797783,404376,0.12017520944982699,1.2730562677456478
TikTok,#Tech,Post,Australia,921025,77092,85563,8320,High,0.0837023967861893,0.09289975842132407,0.009033413859558644,170975,0.18563556906707201,85412,0.09273581064574794,0.3476564632170009
Instagram,#Music,Live Stream,USA,2511024,62511,61932,3768,High,0.024894624663085656,0.02466404144285359,0.0015005830290749909,128211,0.051059249135014244,66279,0.02639520769216065,0.9803004161384555
TikTok,#Dance,Post,Australia,1428353,369192,36890,39957,Medium,0.25847392066246927,0.025826948940493002,0.027974177251701784,446039,0.31227504685466406,409149,0.2864480979141711,0.5391559970743388
YouTube,#Comedy,Reel,Brazil,631719,156255,51939,12258,Low,0.24734890038134044,0.08221851804362383,0.0194041971192888,220452,0.34897161554425304,168513,0.26675309750062925,0.23900173539379269
Instagram,#Tech,Video,Germany,3837949,316369,65626,27325,Medium,0.08243178843700112,0.017099237118575573,0.007119688145934195,409320,0.10665071370151089,343694,0.08955147658293532,1.4983301640359348
TikTok,#Comedy,Post,USA,4632365,54486,64779,31302,High,0.011762026524248414,0.013984001692440039,0.006757239552582752,150567,0.032503267769271205,85788,0.018519266076831166,1.7485645147853992
TikTok,#Tech,Shorts,USA,3651573,413842,15494,39353,Low,0.11333252820086029,0.004243102903871838,0.010776999391768972,468689,0.12835263049650109,453195,0.12410952759262926,1.3783479866004653
YouTube,#Education,Tweet,Canada,774578,311832,3147,24107,Low,0.4025830839502284,0.004062857452703278,0.031122753292760704,339086,0.43776869469569235,335939,0.4337058372429891,0.2930503692272247
TikTok,#Comedy,Video,Canada,660799,409848,69179,3207,Medium,0.6202309628192536,0.10468992840485533,0.004853215576900086,482234,0.7297741068010091,413055,0.6250841783961537,0.2494297584075687
Instagram,#Fitness,Live Stream,UK,3159453,460909,52610,20708,Medium,0.1458825309317784,0.016651616593125456,0.006554299114435315,534227,0.16908844663933914,481617,0.1524368300462137,1.2334462317643684
YouTube,#Comedy,Live Stream,Germany,1873915,167714,51035,35133,High,0.08949925690332806,0.02723442632136463,0.01874844910254734,253882,0.13548213232724002,202847,0.1082477060058754,0.7089686030979898
YouTube,#Education,Shorts,Canada,4702260,323545,45684,349,High,0.06880627613105188,0.009715328374015899,7.421963056062404e-05,369578,0.0785958241356284,323894,0.0688804957616125,1.7790319750914816
Twitter,#Gaming,Post,Japan,2696076,362958,35443,119,Low,0.1346245432250426,0.013146142764521475,4.413822162283259e-05,398520,0.1478148242111869,363077,0.13466868144666544,1.0170765311299665
Instagram,#Fitness,Tweet,USA,1659996,78744,84042,26271,Medium,0.04743625888255153,0.050627832838151414,0.01582594174925723,189057,0.11389003346996017,105015,0.06326220063180875,0.6480602214826189
TikTok,#Music,Video,India,244108,178981,59828,38033,High,0.7332041555377128,0.24508823963163845,0.15580398839857768,276842,1.134096383567929,217014,0.8890081439362905,0.09214269311145262
Twitter,#Challenge,Live Stream,Brazil,2883752,89502,34959,36742,Medium,0.031036649476099194,0.012122748419420255,0.012741040144922309,161203,0.05590043804044176,126244,0.0437776896210215,1.0878760393991502
Twitter,#Gaming,Shorts,Germany,4881343,357046,19469,1895,Low,0.07314503406132287,0.003988451538849042,0.00038821283404997354,378410,0.0775216984342219,358941,0.07353324689537286,1.8414538038599595
Instagram,#Music,Reel,Australia,3133920,214076,33445,23364,High,0.06830933782610915,0.010671938020115382,0.0074551998774697505,270885,0.08643647572369428,237440,0.07576453770357891,1.223478182663578
YouTube,#Gaming,Tweet,Brazil,120859,67805,15753,43999,High,0.5610256579981632,0.13034196874043308,0.36405232543707955,127557,1.0554199521756757,111804,0.9250779834352427,0.04572525242704176
Instagram,#Education,Tweet,Brazil,4099154,220498,25835,8876,High,0.05379109933415529,0.006302519983391695,0.002165324845077789,255209,0.06225894416262478,229374,0.05595642417923308,1.6003042471978024
TikTok,#Music,Reel,USA,204127,148559,99873,30671,Medium,0.7277773151028526,0.4892689355156349,0.15025449842500013,279103,1.3673007490434876,179230,0.8780318135278528,0.07705118847707364
TikTok,#Dance,Post,USA,2595241,216875,43249,18265,High,0.08356642022841039,0.0166647336413073,0.007037882030994424,278389,0.10726903590071211,235140,0.09060430225940481,0.9796176078344807
TikTok,#Education,Shorts,Australia,2285478,448515,41351,13176,Medium,0.19624559938883682,0.018092932856934085,0.005765095966795568,503042,0.2201036282125665,461691,0.20201069535563237,0.8626923245734532
YouTube,#Education,Tweet,Canada,4948346,102881,79443,33466,Medium,0.020790987534016418,0.01605445536751068,0.00676306790188075,215790,0.04360851080340784,136347,0.027554055435897166,1.872135049490252
Instagram,#Fashion,Live Stream,Australia,4588344,458754,69225,2083,Medium,0.09998247733822922,0.01508714255077649,0.0004539764237380632,530062,0.11552359631274377,460837,0.10043645376196728,1.791283369886702
TikTok,#Education,Live Stream,Brazil,3053446,220668,9671,40811,Medium,0.07226851236275343,0.0031672412087850907,0.013365554851796954,271150,0.08880130842333547,261479,0.08563406721455039,1.1525748345420574
TikTok,#Fashion,Live Stream,Germany,1730197,376526,25378,36469,Medium,0.21762030566461507,0.014667693909999844,0.02107794661532762,438373,0.2533659461899425,412995,0.23869825227994268,0.6530921198541465
YouTube,#Viral,Post,USA,4221571,230408,7039,37994,Medium,0.054578733841027426,0.001667388751722996,0.008999967073868947,275441,0.06524608966661936,268402,0.06357870091489637,1.597170253052558
YouTube,#Music,Tweet,UK,3762415,245867,62399,19589,Low,0.06534818726801801,0.016584826501063812,0.005206496359386192,327855,0.08713951012846802,265456,0.0705546836274042,1.423455229732898
TikTok,#Education,Post,UK,4646868,359508,120,34944,Medium,0.0773656579011928,2.5823845222201277e-05,0.007519903728705012,394572,0.08491138547512002,394452,0.08488556162989781,1.7540389174194604
Instagram,#Fashion,Reel,Japan,2202961,39829,39612,33557,Low,0.018079757199514653,0.01798125341302002,0.01523268001566982,112998,0.05129369062820449,73386,0.033312437215184475,0.8600330323552415
TikTok,#Viral,Video,Canada,1877441,110030,2062,22105,High,0.05860636898842627,0.0010983034886316002,0.011774005148497343,134197,0.07147867762555521,132135,0.0703803741369236,0.7086718579393495
Instagram,#Tech,Live Stream,UK,2316030,473612,67470,39461,Low,0.2044930333372193,0.02913174699809588,0.017038207622526478,580543,0.25066298795784164,513073,0.22153124095974577,0.9041750189520877
TikTok,#Viral,Reel,Germany,994627,274119,14486,14662,Medium,0.27559979771311255,0.014564253735319874,0.014741204491734087,303267,0.30490525594016654,288781,0.29034100220484665,0.3754387829213495
TikTok,#Music,Video,Japan,4096259,355421,35317,8773,Medium,0.08676721857675504,0.00862176927777272,0.002141710277597193,399511,0.09753069813212495,364194,0.08890892885435223,1.5462022381160216
YouTube,#Fashion,Live Stream,Canada,4485690,428585,35124,26006,Medium,0.09554494403313649,0.007830233475786335,0.005797547311561878,489715,0.10917272482048469,454591,0.10134249134469836,1.6970958518559391
TikTok,#Comedy,Live Stream,Brazil,4129059,10779,49769,49608,Low,0.002610522155290104,0.012053351623214878,0.012014359688248582,110156,0.026678233466753562,60387,0.014624881843538684,1.5585831528507115
Twitter,#Fashion,Live Stream,Germany,695143,445169,82700,22347,Medium,0.6403991696672483,0.1189683273801218,0.03214734234538793,550216,0.791514839392758,467516,0.6725465120126363,0.26223801965496457
TikTok,#Dance,Reel,Brazil,3830713,309847,47878,25793,High,0.08088494230708487,0.012498456553649413,0.006733211284687733,383518,0.10011661014542202,335640,0.08761815359177261,1.4459674093313288
TikTok,#Fitness,Shorts,Germany,2973845,499922,38576,19020,High,0.16810627319177698,0.012971758783662229,0.006395760370833046,557518,0.18747379234627226,518942,0.17450203356261001,1.1225280908287636
Twitter,#Fitness,Reel,Canada,4718747,76519,2851,10195,High,0.016215957329350356,0.00060418581458171,0.002160531174907237,89565,0.0189806743188393,86714,0.01837648850425759,1.7801155568462967
TikTok,#Challenge,Live Stream,Australia,1108583,156718,15931,27325,High,0.14136785427884063,0.014370597420310433,0.024648582920719513,199974,0.1803870346198706,184043,0.16601643719956016,0.418453402418493
YouTube,#Dance,Shorts,Canada,2664292,168521,48709,898,Medium,0.0632517006394194,0.01828215525925837,0.00033705014315247727,218128,0.08187090604183025,169419,0.06358875078257188,1.0079962951815582
TikTok,#Challenge,Reel,Brazil,4440291,236499,38230,42230,Low,0.05326204971701179,0.00860979606967201,0.009510637928910515,316959,0.07138248371559432,278729,0.06277268764592231,1.6760629350064113
TikTok,#Challenge,Post,Japan,3096154,157721,32538,35012,High,0.05094094156815197,0.010509167179668712,0.01130822304058519,225271,0.07275833178840588,192733,0.06224916460873716,1.168695691447214
Instagram,#Tech,Live Stream,UK,1800642,446765,97999,9762,Low,0.24811428368326408,0.05442447749191677,0.005421399700773391,554526,0.30796016087595424,456527,0.2535356833840375,0.7029682320505024
TikTok,#Viral,Shorts,Brazil,1546442,244895,62161,17635,Medium,0.158360287679719,0.040196140560072736,0.011403596125816552,324691,0.2099600243656083,262530,0.16976388380553556,0.5837306873214356
Twitter,#Dance,Post,India,3684565,82773,32745,7069,High,0.022464795708584322,0.008887073507998909,0.0019185439800899157,122587,0.03327041319667315,89842,0.02438333968867424,1.3899773555800672
TikTok,#Gaming,Reel,Canada,2836188,36484,53999,3938,Low,0.012863745280637249,0.019039287945650993,0.0013884834150627533,94421,0.03329151664135099,40422,0.014252228695700003,1.0705671280350688
Twitter,#Challenge,Video,Brazil,1927040,160622,93396,5725,Low,0.0833516688807705,0.04846604118233145,0.0029708776154101627,259743,0.13478858767851212,166347,0.08632254649618067,0.7269628743954883
Twitter,#Education,Post,Germany,2710942,161337,11653,28138,Medium,0.059513261441963713,0.0042985058330277815,0.010379417929265916,201128,0.07419118520425741,189475,0.06989267937122963,1.0226846296078203
TikTok,#Fitness,Tweet,Japan,1428672,39949,70314,15133,Low,0.027962331451865788,0.04921633517000403,0.010592354298257403,125396,0.08777102092012723,55082,0.03855468575012319,0.5392764090194719
TikTok,#Education,Post,Brazil,2400993,149169,86258,22586,Low,0.0621280445215792,0.035925968963674615,0.009406941211407114,258013,0.10746095469666092,171755,0.0715349857329863,0.9062954149874071
YouTube,#Fashion,Shorts,USA,683404,125632,69396,42246,High,0.1838326963260385,0.10154462075141497,0.06181702184944776,237274,0.3471943389269012,167878,0.24564971817548625,0.2585560066660327
YouTube,#Dance,Reel,UK,1084845,236291,48695,20230,Low,0.2178108393364951,0.04488659670275477,0.01864782526536049,305216,0.28134526130461035,256521,0.23645866460185558,0.4104353955370648
TikTok,#Fashion,Post,Germany,785441,251319,90801,45639,High,0.31997183747728986,0.11560511865308788,0.05810621039645244,387759,0.49368316652683014,296958,0.3780780478737423,0.29647798933321506
Instagram,#Fitness,Shorts,Japan,2088618,33474,31406,37790,Low,0.016026865611614954,0.015036737210921289,0.01809330380184409,102670,0.04915690662438033,71264,0.034120169413459044,0.8153936778598169
YouTube,#Fitness,Reel,Australia,1877888,358995,39781,6260,Medium,0.1911695479176607,0.021183904471406174,0.003333532138231886,405036,0.21568698452729876,365255,0.1945030800558926,0.7104717301128802
YouTube,#Viral,Reel,Brazil,2518128,77170,26752,2951,Medium,0.030645781310560862,0.010623764955554284,0.001171902302027538,106873,0.042441448568142685,80121,0.031817683612588396,0.9526972624595752
YouTube,#Tech,Post,Brazil,2056076,481020,94615,25181,Medium,0.23395049599333878,0.04601726784418475,0.0122471153790035,600816,0.292214879216527,506201,0.24619761137234228,0.7778865794784195
YouTube,#Tech,Tweet,Brazil,535121,205652,74668,45507,Medium,0.3843093431205279,0.13953479680296607,0.08504057960722902,325827,0.608884719530723,251159,0.4693499227277569,0.20245528098040702
TikTok,#Fashion,Tweet,India,3881244,322762,69154,45772,Low,0.08315942002100357,0.017817483260521627,0.011793126121418803,437688,0.112770029402944,368534,0.09495254614242238,1.4650411898940912
YouTube,#Gaming,Post,USA,4498572,449425,54623,35583,High,0.09990392506777707,0.012142297600216246,0.007909843390302523,539631,0.11995606605829583,485008,0.10781376845807959,1.701969570004899
Instagram,#Fashion,Video,Germany,3008256,49571,4667,7419,High,0.01647831833460982,0.0015513972215130628,0.002466212981873883,61657,0.020495928537996765,56990,0.018944531316483704,1.1744191248872993
YouTube,#Gaming,Reel,Brazil,1987787,41192,4687,26107,Low,0.020722542203968533,0.002357898507234427,0.01313370094481954,71986,0.0362141416560225,67299,0.03385624314878807,0.7520504252574657
TikTok,#Dance,Tweet,USA,4486633,27418,58555,3114,Low,0.006111041397858929,0.013050989461362229,0.0006940616716366148,89087,0.019856092530857773,30532,0.006805103069495544,1.6935555066721124
