Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,engagement_rate,like_to_comment_ratio,share_to_like_ratio,Views_norm
YouTube,#Fitness,Shorts,Australia,3437531.0,484792.0,65586.0,49621.0,Medium,0.1410291281736804,0.0190793915749414,0.0144350698219157,0.1745435895705377,9.769698923864414,0.1352866068610726,1.3503557685467678
YouTube,#Dance,Video,Japan,2454688.0,386172.0,96666.0,10872.0,Medium,0.1573201971085531,0.039380157478262,0.0044290761188387,0.2011294307056538,35.516600754161686,0.2503178627195583,0.9642682788264392
TikTok,#Gaming,Tweet,India,3375757.0,368767.0,14499.0,46981.0,High,0.1092397942150456,0.0042950366391893,0.0139171747255504,0.1274520055797855,7.849112426035503,0.0393174028115237,1.3422410844360868
YouTube,#Gaming,Video,Canada,4214191.0,468817.0,17311.0,32853.0,Medium,0.11124721209836,0.0041077872360317,0.007795802325998,0.1231508016603898,14.269708406891096,0.0369247767790485,1.6554489622371034
Twitter,#Tech,Reel,Germany,4937731.0,271763.0,20030.0,7030.0,Medium,0.0550380326510293,0.0040565190772846,0.0014237308593765,0.0605182825876905,38.65211207509601,0.0737036546415272,1.970359921461752
TikTok,#Viral,Live Stream,Germany,2360576.0,155459.0,19460.0,32963.0,Low,0.0658563842045331,0.0082437506778006,0.013963964727253,0.0880640996095868,4.716023540832423,0.125176894377975,0.938593059314933
Instagram,#Education,Shorts,Germany,2757834.0,276600.0,2866.0,32837.0,Low,0.1002961019408709,0.0010392213599513,0.0119068080239782,0.1132421313248005,8.423168280650465,0.0103614954392789,1.1471474077737458
Twitter,#Education,Tweet,India,2063181.0,239205.0,91849.0,32228.0,High,0.1159399005710114,0.044518149401337,0.0156205393516128,0.1760785893239614,7.422042260076329,0.3839744822454286,0.8232949816669599
Twitter,#Music,Reel,USA,3865376.0,447014.0,7792.0,24112.0,High,0.1156456706928381,0.0020158452890482,0.0062379442517364,0.1238994602336228,18.53829884294779,0.0174311823988009,1.54244570062244
YouTube,#Music,Live Stream,Brazil,1541499.0,475565.0,3796.0,18382.0,Low,0.3085081469400888,0.0024625380879261,0.0119247563572859,0.3228954413853009,25.869825382146548,0.0079820676835602,0.6055427767368713
YouTube,#Comedy,Live Stream,USA,1344792.0,449897.0,18592.0,42691.0,High,0.3345476475172368,0.0138251863485208,0.0317454297765007,0.3801182636422584,10.538203878946875,0.0413249225379975,0.5282709115046657
Instagram,#Tech,Live Stream,Germany,3184440.0,427144.0,76762.0,16306.0,High,0.1341347301252339,0.0241053372021454,0.0051205235457411,0.1633605908731205,26.19390445820813,0.1797094663404698,1.3245982503700464
YouTube,#Gaming,Shorts,UK,288978.0,134592.0,30125.0,13424.0,Medium,0.465751718123871,0.1042466900594508,0.0464533632318031,0.616451771415125,10.025474860335196,0.2238229328419754,0.1135184262434601
YouTube,#Comedy,Shorts,Japan,2525420.0,342345.0,97958.0,35913.0,Low,0.1355596296853592,0.0387887955270806,0.0142206048894837,0.1885690301019236,9.532355070446066,0.2861374165318128,0.992053734207307
Twitter,#Comedy,Post,UK,4674026.0,14183.0,71809.0,4162.0,Low,0.0030344289911951,0.0153634147520788,0.0008904528986359,0.0192882966419099,3.4069180879173677,5.0626762549351385,1.8651306647264076
YouTube,#Tech,Reel,Brazil,3385451.0,448723.0,7234.0,43129.0,Low,0.1325445265638167,0.0021367906373478,0.012739513878653,0.1474208310798177,10.40396475770925,0.0161212683074673,1.3298973265935417
YouTube,#Fashion,Video,Germany,4480208.0,192047.0,40789.0,19329.0,High,0.0428656437379693,0.0091042648019913,0.0043143086213854,0.056284217161346,9.935178479048112,0.2123896109306007,1.7599476825341729
Instagram,#Fitness,Live Stream,Brazil,4116538.0,248427.0,78029.0,35739.0,Medium,0.0603485258729544,0.0189550053953103,0.0086818098120313,0.0879853410802961,6.950951315053162,0.3140910042346273,1.7123133211433754
TikTok,#Challenge,Tweet,Canada,1649017.0,231068.0,47895.0,22587.0,High,0.1401246924683008,0.0290445762536104,0.0136972511502307,0.182866519872142,10.229679475827874,0.2072757488023058,0.6556687481751627
Instagram,#Education,Tweet,Brazil,3233439.0,234569.0,33026.0,19726.0,High,0.072544742609958,0.0102138930098882,0.0061006253713151,0.0888592609911614,11.890758858417398,0.1407937928976425,1.344979852683132
Instagram,#Fashion,Video,USA,1745859.0,326923.0,67496.0,2336.0,High,0.1872562446337304,0.0386606249416476,0.0013380232882495,0.2272548928636276,139.89002995293112,0.2064577700015905,0.7262067354991142
YouTube,#Challenge,Reel,Brazil,4540861.0,63459.0,21936.0,36939.0,Medium,0.0139751029595488,0.004830801911796,0.0081348008670602,0.0269407057384051,1.7178938819707634,0.3456665616136148,1.7837738322997072
Twitter,#Viral,Post,USA,3368920.0,471654.0,86384.0,1266.0,Medium,0.1400015435213659,0.0256414518599432,0.0003757880863897,0.1660187834676988,372.2604577742699,0.1831508199849466,1.3443391198530108
YouTube,#Viral,Live Stream,USA,779573.0,185117.0,41077.0,26964.0,High,0.237459481023586,0.0526916658221872,0.0345881655726917,0.324739312418465,6.865084368625997,0.2218963039790836,0.3062374994009681
Instagram,#Dance,Post,India,4669272.0,368176.0,25124.0,26215.0,Medium,0.0788508358476439,0.0053807103120143,0.0056143655799019,0.0898459117395602,14.043942630454683,0.0682389176944784,1.9422283106925704
Twitter,#Dance,Tweet,India,920290.0,158850.0,294.0,20188.0,Medium,0.1726086342348607,0.0003194645166197,0.0219365634745569,0.1948646622260374,7.868146020109961,0.0018507909928171,0.3672339647749211
TikTok,#Tech,Live Stream,Brazil,880025.0,262765.0,56763.0,25619.0,Low,0.2985881082923781,0.0645015766597539,0.0291116729638362,0.3922013579159683,10.25624512099922,0.216021098620065,0.3499083939782595
Twitter,#Fashion,Live Stream,USA,1876032.0,167583.0,51085.0,16692.0,Low,0.0893284336301299,0.0272303457510319,0.0088975028144509,0.1254562821956128,10.039118193254655,0.3048322035516517,0.7486147512247496
YouTube,#Tech,Live Stream,Canada,4695675.0,332129.0,80070.0,7343.0,Medium,0.0707308320954921,0.0170518615534507,0.0015637794353314,0.0893464730842743,45.22453703703704,0.2410802998825761,1.844588986534476
Instagram,#Education,Post,Australia,3909608.0,328265.0,91682.0,28567.0,High,0.0839636608069146,0.0234504328822736,0.007306870663248,0.1147209643524363,11.490653878465416,0.2792917938501094,1.6262388100993383
TikTok,#Fashion,Shorts,Australia,4503451.0,199050.0,10299.0,7649.0,Medium,0.0441994372759912,0.0022869128586055,0.0016984752359912,0.048184825370588,26.01960784313725,0.0517405087138472,1.7906256149197883
Instagram,#Dance,Reel,USA,3869119.0,243254.0,45272.0,41026.0,Medium,0.0628706431619187,0.0117008548974585,0.010603447451474,0.0851749455108514,5.929119847905038,0.1861092269429199,1.6093970236127872
Instagram,#Fashion,Live Stream,Japan,2510654.0,222047.0,42335.0,18710.0,Low,0.0884418960159384,0.0168621403028852,0.0074522415275063,0.11275627784633,11.867190422745978,0.1906569750684536,1.0443305245771812
TikTok,#Music,Post,USA,1004040.0,474058.0,29602.0,28975.0,High,0.4721505119317955,0.0294828891279231,0.0288584120154575,0.5304918130751762,16.360367200441743,0.062443704264659,0.3992182311751731
TikTok,#Comedy,Video,Canada,4059525.0,396471.0,82515.0,13107.0,Low,0.0976643819166035,0.0203262696990411,0.003228702865483,0.1212193544811277,30.246490692706743,0.2081231461490345,1.614115363841475
Instagram,#Fashion,Tweet,USA,1454497.0,198979.0,27467.0,43108.0,High,0.13680261973727,0.0188841915796319,0.029637737307124,0.185324548624026,4.615718295483542,0.1380389988943612,0.6050119271735318
Instagram,#Gaming,Video,UK,4636106.0,119192.0,74078.0,46366.0,Low,0.025709507073393,0.0159784957462146,0.0100010655494071,0.0516890683690148,2.5706213470787413,0.6214962288053829,1.9284325960388875
Instagram,#Fashion,Live Stream,Brazil,1418093.0,167927.0,21604.0,23507.0,High,0.1184174803768159,0.0152345438557273,0.0165764868735689,0.1502285111061122,7.143397992172877,0.1286503739697966,0.5898693354756285
Twitter,#Tech,Tweet,Japan,4089138.0,395765.0,32976.0,3225.0,Low,0.0967844567730411,0.0080642913005137,0.0007886747769334,0.1056374228504883,122.67978921264724,0.0833219629781234,1.631736040000208
TikTok,#Education,Post,UK,1467996.0,218173.0,15234.0,44846.0,Low,0.1486196147673427,0.0103774124725135,0.0305491295616609,0.1895461568015171,4.864829308537918,0.0698250020625739,0.5836926481935275
Twitter,#Dance,Tweet,Germany,2628041.0,30963.0,1657.0,17698.0,Medium,0.0117817796602107,0.0006305076671178,0.0067342937191619,0.0191465810464905,1.749420871235663,0.0535137579124144,1.048697601865769
YouTube,#Music,Tweet,Brazil,1552233.0,8830.0,83151.0,28302.0,Low,0.0056885789697809,0.0535686330595986,0.0182330874295289,0.0774902994589085,0.3119810620782249,9.41580794926962,0.6097593841855259
Instagram,#Fitness,Video,Australia,2698643.0,357079.0,83343.0,41222.0,Medium,0.1323179835198653,0.0308832994953389,0.0152750845517543,0.1784763675669586,8.66213036411712,0.2334014786602442,1.1225263456599508
YouTube,#Viral,Video,India,2386519.0,206625.0,35508.0,43076.0,High,0.0865800775103822,0.0148785741911126,0.0180497201153646,0.1195083718168596,4.796643220279964,0.1718467182251991,0.9374896396269484
TikTok,#Comedy,Video,Japan,1621403.0,210894.0,49146.0,22589.0,Low,0.1300688354468321,0.0303107863991863,0.0139317615669885,0.1743113834130071,9.335723771580346,0.2330353967614215,0.6446890937433958
Twitter,#Fashion,Shorts,Germany,1207774.0,326768.0,80608.0,35699.0,Medium,0.2705539281355618,0.0667409631272075,0.0295576821491437,0.3668525734119131,9.153165266106445,0.2466819067904238,0.4819520309598774
Twitter,#Comedy,Reel,Canada,1748704.0,64651.0,65798.0,26367.0,High,0.0369708080955953,0.037626722418431,0.0150780234962578,0.0896755540102841,2.4518734830097086,1.0177256697395285,0.6978055864322807
Twitter,#Education,Live Stream,Japan,3673029.0,40060.0,45803.0,25257.0,Medium,0.0109065297333617,0.0124700894003287,0.0068763410253499,0.0302529601590404,1.5860321482302635,1.1433314195851327,1.465691252108861
YouTube,#Dance,Tweet,Japan,4938141.0,92946.0,14800.0,6497.0,High,0.0188220627965058,0.0029970792652538,0.0013156772963752,0.0231348193581349,14.303785780240077,0.1592305292263333,1.9398362328215528
YouTube,#Challenge,Shorts,Germany,1211152.0,26691.0,74034.0,16591.0,High,0.022037696341995,0.0611269270909018,0.0136985283432632,0.0968631517761602,1.6086668273866924,2.773640041960138,0.4757734809626313
TikTok,#Viral,Live Stream,Canada,3915590.0,342524.0,23634.0,27590.0,Medium,0.0874769830344852,0.0060358719886402,0.0070461922724289,0.1005590472955544,12.414338008770976,0.0689993431136413,1.5568850980112303
YouTube,#Tech,Post,Australia,1074531.0,215231.0,90702.0,6476.0,Medium,0.2003022714095731,0.0844107801450121,0.0060268154199366,0.2907398669745219,33.23004477381504,0.4214150312221231,0.422105032458566
TikTok,#Comedy,Video,Australia,1195064.0,196870.0,16363.0,33596.0,Medium,0.1647359471961334,0.0136921537256582,0.0281123019352938,0.2065404028570854,5.859749382385332,0.0831153394862625,0.4751716427842785
TikTok,#Education,Reel,UK,3703086.0,451922.0,16393.0,32841.0,Medium,0.1220392937134055,0.0044268483097611,0.0088685490966183,0.1353346911197849,13.7604896169539,0.0362738785147027,1.4723909832372684
YouTube,#Fashion,Shorts,Brazil,1649020.0,404652.0,18178.0,37529.0,High,0.2453893827849268,0.0110235169979745,0.0227583655747049,0.2791712653576063,10.782094324540369,0.0449224397199575,0.6477799529514034
YouTube,#Gaming,Video,Brazil,2047545.0,362973.0,56321.0,474.0,Low,0.1772722943818084,0.0275065993665584,0.0002314967436613,0.2050103904920282,764.1536842105263,0.1551653837464942,0.8043314233701723
TikTok,#Fitness,Post,Australia,4222799.0,5510.0,2998.0,32953.0,Low,0.0013048217544808,0.0007099556479008,0.007803591883014,0.0098183692853957,0.1672027674940826,0.5440029032843404,1.6790350458032446
Twitter,#Fitness,Post,USA,4150659.0,289961.0,32494.0,9385.0,Medium,0.0698590272050775,0.0078286363683453,0.002261086733456,0.0799487503068789,30.892925633922864,0.1120629599740655,1.6562854763158454
TikTok,#Dance,Video,India,3541385.0,349668.0,34580.0,17972.0,Medium,0.0987376407817845,0.009764541274106,0.0050748506587112,0.1135770327146017,19.45518277416124,0.0988935250193754,1.408096744761454
YouTube,#Music,Tweet,Germany,4420121.0,192344.0,32142.0,36860.0,Medium,0.0435155508186314,0.0072717466331804,0.0083391382272114,0.0591264356790232,5.218089579772659,0.1671059814396007,1.736343872978806
Instagram,#Gaming,Reel,Australia,4401295.0,150497.0,53808.0,43102.0,Low,0.0341937997793831,0.0122254927243004,0.0097930268250594,0.056212319328743,3.491566712293808,0.3575329904716341,1.8307607165977169
TikTok,#Gaming,Post,Canada,2990444.0,150822.0,61460.0,24688.0,High,0.0504346511755445,0.020552132057982,0.0082556302676124,0.0792424135011389,6.1088743975049615,0.4074975302175397,1.1890360584323425
Instagram,#Fitness,Shorts,UK,4023553.0,138648.0,78164.0,47562.0,Low,0.0344590962266434,0.0194266112562702,0.011820895611416,0.0657066030943298,2.915039000904064,0.5637545168014194,1.6736353217743627
YouTube,#Fitness,Live Stream,Canada,1326359.0,153912.0,62816.0,20351.0,Low,0.1160409813632659,0.0473597268914373,0.0153435080547574,0.1787442163094607,7.5625,0.4081266689623358,0.5210299272396154
TikTok,#Education,Live Stream,UK,3133284.0,395779.0,63400.0,32300.0,Low,0.1263144355889858,0.0202343611367498,0.0103086729450633,0.156857469670799,12.252840469335316,0.1601900045479812,1.2458309392548812
Twitter,#Music,Shorts,Australia,4216827.0,464621.0,48974.0,29661.0,High,0.1101826088668091,0.0116139457464107,0.0070339617916504,0.1288305164048703,15.663845998246916,0.1054061150784939,1.6826892587987876
Twitter,#Music,Video,Australia,2594911.0,439273.0,14531.0,8322.0,Medium,0.1692824917694672,0.0055998066985727,0.0032070464073719,0.1780893448754119,52.77820497416797,0.0330795813091601,1.0354773547121618
TikTok,#Gaming,Video,Brazil,3279951.0,235134.0,43167.0,5780.0,High,0.0716882660747066,0.0131608673422255,0.0017622214478204,0.0866113548647525,40.67358588479502,0.1835838986114359,1.3041474807390545
YouTube,#Challenge,Tweet,Germany,4755094.0,321396.0,15678.0,49589.0,Low,0.0675898310317314,0.0032970957041017,0.0104286056174704,0.0813155323533036,6.4810647307924985,0.0487807913577289,1.867930387502578
TikTok,#Tech,Tweet,UK,3741009.0,313649.0,63218.0,9632.0,High,0.0838407499153303,0.0168986495354595,0.0025747064495166,0.1033141059003065,32.559846361465794,0.2015558743822732,1.4874696185315357
YouTube,#Education,Live Stream,Germany,3658157.0,356529.0,10550.0,28308.0,Medium,0.0974613719422102,0.0028839658877407,0.0077383228767928,0.1080836607067438,12.594192659578226,0.0295907777746613,1.437023668208298
Twitter,#Dance,Shorts,Australia,1691281.0,45464.0,43042.0,36876.0,High,0.0268813993653331,0.0254493487480791,0.0218035914788849,0.0741343395922972,1.2328551671773735,0.946706257560761,0.6748914224630207
Twitter,#Gaming,Reel,Japan,1173472.0,370672.0,58476.0,17196.0,Medium,0.3158763055275285,0.0498316108096315,0.0146539499877287,0.3803618663248889,21.55445717276269,0.1577562973294521,0.4682641070883702
Twitter,#Comedy,Live Stream,UK,3707766.0,27405.0,61214.0,23381.0,Low,0.0073912431367028,0.0165096718617086,0.0063059535040776,0.0302068685024891,1.172055427251732,2.233598482084215,1.479552759062524
Twitter,#Challenge,Live Stream,Japan,2195772.0,296432.0,51318.0,10227.0,High,0.135001266069519,0.0233712789852498,0.0046575873997846,0.1630301324545535,28.982401251466563,0.1731183775085769,0.8762043022327289
YouTube,#Fashion,Video,UK,2812765.0,306990.0,16758.0,13945.0,Medium,0.1091417164249412,0.0059578386392037,0.0049577550915202,0.1200573101556653,22.01276351642048,0.0545879195155558,1.104930673589983
YouTube,#Tech,Video,USA,1396240.0,453311.0,31644.0,20317.0,High,0.324665530281327,0.0226637254340228,0.014551223285395,0.3618804790007449,22.310808150408505,0.0698062261753494,0.548481086650779
TikTok,#Viral,Post,UK,4620055.0,271977.0,90199.0,34506.0,High,0.0588687797006745,0.0195233606526329,0.0074687422552328,0.0858608826085403,7.881792100153592,0.3316407944760238,1.8369887504800744
Instagram,#Fitness,Tweet,Germany,4574811.0,234031.0,61405.0,24447.0,Low,0.0511564302875025,0.013422412423158,0.0053438273187679,0.0699226700294285,9.57260307591623,0.2623786490736309,1.9029363550180387
Twitter,#Viral,Reel,India,2098847.0,427488.0,31324.0,38758.0,High,0.2036775429557276,0.0149243846740615,0.0184663293703638,0.2370682570001529,11.029386723083672,0.073274400043042,0.8375271982374565
Twitter,#Tech,Live Stream,UK,703331.0,175184.0,57753.0,39627.0,Medium,0.2490776035749881,0.0821135425567762,0.0563418930773704,0.3875330392091348,4.4207126274351465,0.3296686360133573,0.2806583051854416
YouTube,#Education,Shorts,Japan,4545018.0,465681.0,20909.0,13975.0,Low,0.102459660225768,0.004600421824512,0.0030747953033409,0.110134877353621,33.32004865483686,0.0448997384481255,1.7854068150800366
Twitter,#Gaming,Tweet,Canada,1864193.0,357294.0,54233.0,8180.0,Low,0.1916614856938096,0.0290919448790978,0.0043879576846388,0.2251413882575463,43.67363403006967,0.1517877384234316,0.7438904980991368
TikTok,#Gaming,Live Stream,UK,3808549.0,100605.0,35524.0,44184.0,Low,0.0264155719146583,0.0093274367744776,0.0116012686196239,0.0473442773087598,2.2769039266719475,0.3531002127109715,1.514324324851574
Twitter,#Fashion,Tweet,UK,1072473.0,485342.0,96891.0,40353.0,Medium,0.4525447260676958,0.0903435331239108,0.0376261220562195,0.5805143812478263,12.027110075828912,0.1996340732224427,0.4279613077443566
YouTube,#Comedy,Post,UK,2036999.0,123731.0,75519.0,9408.0,High,0.0607418069424678,0.0370736559026293,0.0046185589683647,0.1024340218134618,13.150281645233289,0.6103433226651149,0.8001886674400892
Twitter,#Fashion,Tweet,USA,2416660.0,54359.0,30217.0,3033.0,High,0.0224934413612175,0.0125036206996433,0.0012550379449322,0.0362521000057931,17.916611733684903,0.5558682855040471,0.9643477961435644
YouTube,#Tech,Post,Canada,1483411.0,498539.0,58353.0,5140.0,High,0.3360761110710383,0.0393370414537845,0.0034649871141578,0.3788781396389807,96.9731569733515,0.1170477795161872,0.5827242288071669
Instagram,#Comedy,Video,India,757452.0,53035.0,57545.0,36097.0,High,0.0700176380813569,0.0759718107550049,0.047655825055581,0.193645273891943,1.469194969250374,1.085017723810242,0.3150693980540668
YouTube,#Music,Reel,India,414396.0,155674.0,22830.0,45570.0,Medium,0.3756648230195272,0.0550922306199866,0.1099672776764254,0.5407243313159393,3.416076013254043,0.1466516781756865,0.1627860313296684
TikTok,#Challenge,Shorts,Germany,2526800.0,324376.0,16252.0,9755.0,Low,0.1283742282729143,0.0064318505619756,0.0038606142156086,0.1386666930504986,33.248872488724885,0.0501021959016823,1.0046856963202933
Twitter,#Dance,Post,USA,3697978.0,69386.0,12584.0,32219.0,Low,0.0187632268228745,0.003402940742211,0.0087125991555385,0.030878766720624,2.15350713842334,0.181359620678225,1.4756469401932362
Instagram,#Tech,Tweet,Germany,3246752.0,341196.0,98173.0,49438.0,Medium,0.1050884083539488,0.0302372956111215,0.0152269098471333,0.1505526138122037,6.901353182710007,0.2877311347989578,1.350517522259942
Instagram,#Gaming,Tweet,Australia,1084541.0,476378.0,7727.0,23253.0,High,0.4392438828960823,0.0071246730183552,0.0214404065867496,0.4678089625011871,20.48585189644792,0.0162202783917846,0.4511251934577447
Instagram,#Comedy,Live Stream,Germany,1576922.0,260556.0,5576.0,916.0,High,0.1652307469868516,0.0035360024148309,0.0005808784454779,0.1693476278471604,284.13958560523446,0.0214003078021315,0.6559357758883931
YouTube,#Music,Post,Japan,4162373.0,84336.0,91289.0,22422.0,Low,0.020261519090192,0.021931960446601,0.0053868310216311,0.0475803105584242,3.761138117111894,1.082431198643537,1.6350934410172056
TikTok,#Challenge,Post,USA,3014494.0,177444.0,23497.0,31261.0,Low,0.0588636102775457,0.0077946746618172,0.0103702312892312,0.0770285162285942,5.6760284050924446,0.1324184958719603,1.1985986241267004
TikTok,#Gaming,Shorts,Australia,3602760.0,403164.0,38202.0,21785.0,Medium,0.1119042067748059,0.0106035372880791,0.0060467530448878,0.1285544971077729,18.505645827595703,0.094755249091563,1.4325001738463274
Instagram,#Education,Live Stream,Canada,1889280.0,209379.0,52856.0,26935.0,Medium,0.1108247586382113,0.0279767953929539,0.0142567538956639,0.1530583079268292,7.773203148203148,0.2524405387334034,0.7858640710640243
YouTube,#Music,Tweet,Germany,3072862.0,437084.0,60056.0,5332.0,Medium,0.142240035510869,0.0195439951419881,0.0017351901907732,0.1635192208436304,81.95837239827489,0.1374011919878284,1.2071038567065018
YouTube,#Challenge,Reel,Canada,3479279.0,153027.0,85441.0,848.0,Medium,0.0439823883051632,0.0245570993300623,0.0002437286575753,0.0687832162928008,180.24381625441697,0.558335729408997,1.36675551959637
Instagram,#Viral,Post,India,4032339.0,447185.0,95082.0,4553.0,Low,0.1108996540221444,0.0235798627049957,0.0011291213362765,0.1356086380634168,98.19609134826526,0.2126229354228442,1.6772899424385144
TikTok,#Dance,Video,USA,3249902.0,319481.0,63705.0,49236.0,High,0.0983048104219758,0.0196021295411369,0.0151499952921657,0.1330569352552784,6.488636594431017,0.1994009052153172,1.292199641381476
Twitter,#Tech,Reel,Australia,2198492.0,214761.0,49390.0,30920.0,High,0.097685595399028,0.0224653990098667,0.0140641858146402,0.134215180223535,6.945473949742893,0.2299755077713934,0.8772896952981624
Twitter,#Gaming,Shorts,USA,2428330.0,361844.0,85813.0,1552.0,High,0.1490094015228572,0.0353382777464347,0.000639122359811,0.1849868016291031,232.9967804249839,0.2371540300404869,0.9690046112441558
TikTok,#Gaming,Video,Japan,3687223.0,181751.0,62834.0,14368.0,Medium,0.0492921095360926,0.0170410089110422,0.0038966994944433,0.0702298179415782,12.648827336627464,0.3457128394735684,1.466083665997784
Instagram,#Fitness,Video,USA,2327036.0,61250.0,78025.0,36566.0,Low,0.0263210367179536,0.033529777794585,0.0157135514878154,0.0755643660003541,1.6750075204419286,1.2738567533591287,0.9679528627162426
Instagram,#Viral,Reel,Australia,939246.0,57670.0,81461.0,29497.0,Medium,0.0614003147205311,0.0867302069958243,0.0314049780355732,0.1795354997519286,1.955047799850837,1.412512354562952,0.3906883496837952
Instagram,#Comedy,Video,Canada,1731012.0,250378.0,88088.0,45704.0,Medium,0.144642555915268,0.0508881509775784,0.0264030520874494,0.2219337589802959,5.478131495460016,0.351818642937307,0.7200309839625036
YouTube,#Viral,Tweet,India,460366.0,243442.0,29282.0,7463.0,High,0.5288009974672326,0.063605913555736,0.0162110147143794,0.6086179257373481,32.615487674169344,0.1202827766664065,0.1808442989293191
YouTube,#Gaming,Tweet,Japan,1027066.0,325786.0,49107.0,28849.0,Medium,0.3172006472807006,0.0478128961527302,0.0280887498953329,0.3931022933287637,11.292409012131715,0.1507334546805121,0.4034594881553809
TikTok,#Tech,Tweet,Canada,1648229.0,1939.0,18355.0,36490.0,Low,0.0011764141997258,0.0111361952738363,0.0221389139494572,0.0344515234230194,0.0531363897947439,9.461340206185566,0.6553554300143662
Twitter,#Fashion,Reel,Canada,3514426.0,322029.0,93337.0,27289.0,High,0.0916306105179053,0.0265582487723457,0.0077648526388092,0.1259537119290603,11.800256504213998,0.2898394559513089,1.402402062271748
TikTok,#Dance,Tweet,USA,4075333.0,483730.0,5918.0,19302.0,Medium,0.1186970488055822,0.0014521512720555,0.0047363000765826,0.1248855001542205,25.059835258768068,0.0122340722426307,1.620400812427604
TikTok,#Education,Live Stream,Germany,3849113.0,271549.0,55550.0,30444.0,High,0.070548461424749,0.0144318963875573,0.0079093547006803,0.0928897125129867,8.919329939234686,0.2045663781992266,1.530453053118764
YouTube,#Gaming,Tweet,UK,2738867.0,453411.0,27052.0,32698.0,Low,0.1655469214094733,0.0098770769080791,0.0119385132611404,0.1873625115786929,13.866203859445244,0.0596631760959127,1.0759015272101926
YouTube,#Fashion,Shorts,UK,1358058.0,39790.0,54189.0,14767.0,High,0.0292991904616739,0.0399018304078323,0.0108736151180582,0.0800746359875645,2.6943391115926327,1.3618406172250006,0.5334821574906776
TikTok,#Gaming,Reel,UK,4427514.0,209500.0,54813.0,398.0,Medium,0.047317749870469,0.0123800850770884,8.989243173482907e-05,0.0597877273792923,525.062656641604,0.2616359826444742,1.760432161650248
Instagram,#Challenge,Live Stream,USA,3068331.0,454979.0,20223.0,17128.0,High,0.1482822420397277,0.0065908795367905,0.0055821878408815,0.1604553094173998,26.561912545974664,0.0444481076091256,1.2763016022145732
Instagram,#Music,Tweet,Canada,2528462.0,245856.0,95659.0,33681.0,High,0.0972353944809137,0.037832880225212,0.0133207459712663,0.148389020677392,7.299329018466837,0.3890838983636829,1.0517379323608385
Instagram,#Comedy,Post,Canada,1119674.0,109989.0,80729.0,8816.0,Medium,0.0982330571219837,0.0721004506668905,0.0078737203864696,0.1782072281753439,12.47465124191902,0.7339667242476589,0.465739100559229
YouTube,#Fitness,Live Stream,Canada,4671503.0,354700.0,68406.0,4501.0,Low,0.0759284538616372,0.0146432529316581,0.0009635014683711,0.0915352082616665,78.78720568636162,0.1928553908785145,1.835093566816861
TikTok,#Comedy,Shorts,Germany,2054982.0,281275.0,53337.0,48762.0,Medium,0.1368746782210257,0.0259549718683667,0.0237286749956933,0.1865583250850859,5.768205401636487,0.1896251368762354,0.8170852547078
Twitter,#Challenge,Post,Australia,730053.0,338775.0,6525.0,41951.0,Low,0.4640416517704879,0.0089377072623494,0.0574629513199726,0.53044231035281,8.075300343249427,0.0192605143221479,0.2913214939701892
YouTube,#Fitness,Shorts,USA,2413529.0,336934.0,57434.0,10139.0,Low,0.1396022173340366,0.0237966894120601,0.0042009024958888,0.1675998092419855,33.228205128205126,0.1704601777790968,0.9480999030132128
TikTok,#Challenge,Reel,India,784742.0,282053.0,19133.0,30108.0,High,0.3594213129920407,0.0243812616120967,0.0383667498362519,0.4221693244403893,9.367730578896676,0.0678345281400015,0.3120227412940397
Twitter,#Education,Reel,Japan,2565436.0,477983.0,33017.0,27356.0,Medium,0.1863164779787919,0.0128699371179012,0.0106632946602448,0.209849709756938,17.472054684358664,0.0690755339090848,1.023715604490231
Instagram,#Fashion,Shorts,India,1592224.0,151107.0,21352.0,42997.0,Medium,0.0949031040858572,0.0134101734429326,0.0270043662198283,0.1353176437486183,3.5142797339411134,0.1413029091775419,0.6623007890232496
Twitter,#Music,Tweet,Brazil,4866287.0,110197.0,97705.0,47593.0,Low,0.0226449857971796,0.0200779362170788,0.0097801465470491,0.0525030685613076,2.315354876665126,0.8866313363218933,1.941850795665124
Twitter,#Viral,Post,Canada,2403864.0,196768.0,43069.0,37243.0,Low,0.0818548803093685,0.0179165709873769,0.0154929729801685,0.1152644242769141,5.283213403501235,0.2188810229253592,0.9592416602372088
TikTok,#Tech,Reel,India,1720905.0,218906.0,90499.0,10677.0,High,0.127204000220814,0.0525880278109483,0.0062042936710626,0.1859963217028249,20.500655553474434,0.4134130018683733,0.6842522709458898
Instagram,#Music,Reel,Brazil,961891.0,487176.0,12329.0,34064.0,Low,0.5064773451461756,0.0128174606062433,0.0354135759665076,0.5547083817189266,14.301365037428443,0.025307023935859,0.4001077538426519
TikTok,#Fitness,Shorts,USA,2597115.0,209479.0,59884.0,29309.0,High,0.0806583458953492,0.0230578930852118,0.0112852145553816,0.1150014535359427,7.147014670760832,0.2858697727706702,1.032643775605065
YouTube,#Challenge,Post,UK,1817777.0,305112.0,68771.0,27995.0,Low,0.1678489715735208,0.0378324734002025,0.0154006789611707,0.2210821239348941,10.898414059151309,0.2253951814573617,0.7140722972044872
